symbol,as_of_date,available_date,shares_outstanding,promoter_holding_pct,public_holding_pct,source,filing_id
RHL,2026-06-30,2026-07-17,17292670,65.63,34.37,NSE_SHAREHOLDING_XBRL,SHP_1695358_17072026050133
RICOAUTO,2026-03-31,2026-04-09,135272638,50.34,49.66,NSE_SHAREHOLDING_XBRL,SHP_1647893_09042026023500
RICOAUTO,2026-06-30,2026-07-13,135291568,50.33,49.67,NSE_SHAREHOLDING_XBRL,SHP_1691304_13072026023122
RIIL,2026-03-31,2026-04-21,15100295,45.43,54.57,NSE_SHAREHOLDING_XBRL,SHP_1656105_21042026025433
RIIL,2026-06-30,2026-07-20,15100295,45.43,54.57,NSE_SHAREHOLDING_XBRL,SHP_1696652_20072026022449
RIR,2026-06-30,2026-07-21,79578894,58.61,41.39,NSE_SHAREHOLDING_XBRL,SHP_1698437_21072026051441
RIR,2026-07-15,2026-07-23,79578894,58.61,41.39,NSE_SHAREHOLDING_XBRL,SHP_1695915_18072026114714
RISHABH,2026-03-31,2026-04-07,38544213,69.55,30.45,NSE_SHAREHOLDING_XBRL,SHP_1646568_07042026124243
RISHABH,2026-06-30,2026-07-13,38627522,69.4,30.6,NSE_SHAREHOLDING_XBRL,SHP_1691433_13072026040913
RITCO,2026-03-31,2026-07-23,28624949,62.68,36.78,NSE_SHAREHOLDING_XBRL,SHP_1700241_23072026060716
RITCO,2026-06-30,2026-07-21,28624949,62.68,36.78,NSE_SHAREHOLDING_XBRL,SHP_1698058_21072026022931
RITES,2026-03-31,2026-04-16,480622640,72.2,27.8,NSE_SHAREHOLDING_XBRL,SHP_1652431_16042026053225
RITES,2026-06-30,2026-07-17,480622640,72.2,27.8,NSE_SHAREHOLDING_XBRL,SHP_1695370_17072026050400
RKDL,2026-03-31,2026-04-14,23995703,23.62,76.38,NSE_SHAREHOLDING_XBRL,SHP_1650436_14042026011202
RKDL,2026-06-30,2026-07-21,23995703,23.62,76.38,NSE_SHAREHOLDING_XBRL,SHP_1698149_21072026032106
RKEC,2026-03-31,2026-04-22,25821837,66.51,33.49,NSE_SHAREHOLDING_XBRL,SHP_1657454_22042026104102
RKEC,2026-06-30,2026-07-24,25820738,57.74,42.26,NSE_SHAREHOLDING_XBRL,SHP_1701297_24072026085125
RKFORGE,2026-03-31,2026-04-20,181651526,43.33,56.55,NSE_SHAREHOLDING_XBRL,SHP_1655161_20042026050935
RKFORGE,2026-06-30,2026-08-14,182172404,43.39,56.41,NSE_SHAREHOLDING_XBRL,SHP_1714356_14082026032220
RKSWAMY,2026-03-31,2026-04-16,50474702,69.61,30.39,NSE_SHAREHOLDING_XBRL,SHP_1652566_16042026062405
RKSWAMY,2026-06-30,2026-07-15,50474702,69.61,30.39,NSE_SHAREHOLDING_XBRL,SHP_1692904_15072026123327
RMC,2026-03-31,2026-04-21,10576592,51.97,48.03,NSE_SHAREHOLDING_XBRL,SHP_1656259_21042026040641
RMC,2026-06-30,2026-07-13,10576592,51.97,48.03,NSE_SHAREHOLDING_XBRL,SHP_1691491_13072026044114
RMCL,2026-03-31,2026-04-14,78028531,23.49,76.51,NSE_SHAREHOLDING_XBRL,SHP_1650458_14042026015918
RMCL,2026-06-30,2026-07-20,91312232,24.95,75.05,NSE_SHAREHOLDING_XBRL,SHP_1696568_20072026010312
RMDRIP,2026-03-31,2026-04-14,249778680,21.06,78.94,NSE_SHAREHOLDING_XBRL,SHP_1650338_14042026112750
RMDRIP,2026-06-30,2026-07-20,428192013,21.06,78.94,NSE_SHAREHOLDING_XBRL,SHP_1697056_20072026051654
RML,2026-03-31,2026-04-11,27638158,70.45,29.55,NSE_SHAREHOLDING_XBRL,SHP_1649405_11042026051410
RML,2026-06-30,2026-07-12,27638158,70.45,29.55,NSE_SHAREHOLDING_XBRL,SHP_1691110_12072026112715
RNBDENIMS,2026-03-31,2026-04-14,89969315,57.39,42.61,NSE_SHAREHOLDING_XBRL,SHP_1650667_14042026042611
RNBDENIMS,2026-04-06,2026-04-13,269907946,57.39,42.61,NSE_SHAREHOLDING_XBRL,SHP_1649772_13042026033905
RNBDENIMS,2026-06-30,2026-08-07,269907946,57.39,42.61,NSE_SHAREHOLDING_XBRL,SHP_1704942_30072026020552
ROHLTD,2026-03-31,2026-04-16,27427226,64.06,35.94,NSE_SHAREHOLDING_XBRL,SHP_1652066_16042026022725
ROHLTD,2026-06-30,2026-07-09,27427226,64.06,35.94,NSE_SHAREHOLDING_XBRL,SHP_1689791_09072026041624
ROLEXRINGS,2026-03-31,2026-04-07,272332027,52.24,47.76,NSE_SHAREHOLDING_XBRL,SHP_1646524_07042026114703
ROLEXRINGS,2026-06-30,2026-07-09,272332027,52.24,47.76,NSE_SHAREHOLDING_XBRL,SHP_1689771_09072026040525
ROLLT,2026-03-31,2026-04-07,250118524,50.96,49.04,NSE_SHAREHOLDING_XBRL,SHP_1647020_07042026102115
ROLLT,2026-06-30,2026-07-13,250118524,50.96,49.04,NSE_SHAREHOLDING_XBRL,SHP_1691309_13072026024016
ROML,2026-03-31,2026-04-13,14988683,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1650025_13042026054124
ROML,2026-06-30,2026-08-10,14988683,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1708865_06082026014551
ROML,2026-07-27,2026-08-10,15988497,70.31,29.69,NSE_SHAREHOLDING_XBRL,SHP_1708866_06082026014753
ROSSARI,2026-03-31,2026-04-14,55385913,68.15,31.85,NSE_SHAREHOLDING_XBRL,SHP_1650593_14042026034231
ROSSARI,2026-06-30,2026-07-21,55394042,68.14,31.86,NSE_SHAREHOLDING_XBRL,SHP_1698234_21072026035617
ROSSELLIND,2026-03-31,2026-04-14,37698172,74.8,25.2,NSE_SHAREHOLDING_XBRL,SHP_1650897_14042026070832
ROSSELLIND,2026-06-30,2026-07-18,37698172,74.8,25.2,NSE_SHAREHOLDING_XBRL,SHP_1696025_18072026021346
ROSSTECH,2026-03-31,2026-06-11,37698172,74.8,25.2,NSE_SHAREHOLDING_XBRL,SHP_1680597_10062026103037
ROSSTECH,2026-06-30,2026-07-21,37698172,74.8,25.2,NSE_SHAREHOLDING_XBRL,SHP_1697857_21072026122442
ROTO,2026-03-31,2026-04-20,188456579,66.8,33.2,NSE_SHAREHOLDING_XBRL,SHP_1655169_20042026051311
ROTO,2026-06-30,2026-07-20,188437084,66.8,33.2,NSE_SHAREHOLDING_XBRL,SHP_1697309_20072026062541
ROUTE,2026-03-31,2026-04-17,63004293,74.85,25.15,NSE_SHAREHOLDING_XBRL,SHP_1653686_17042026072950
ROUTE,2026-06-30,2026-07-14,63004293,74.85,25.15,NSE_SHAREHOLDING_XBRL,SHP_1692422_14072026052559
RPEL,2026-03-31,2026-04-06,45910997,62.91,37.09,NSE_SHAREHOLDING_XBRL,SHP_1646146_06042026013923
RPEL,2026-06-30,2026-07-07,45925597,62.89,37.11,NSE_SHAREHOLDING_XBRL,SHP_1688650_07072026103803
RPGLIFE,2026-03-31,2026-04-20,16539146,72.95,27.05,NSE_SHAREHOLDING_XBRL,SHP_1655555_20042026074219
RPGLIFE,2026-06-30,2026-07-20,16539146,72.95,27.05,NSE_SHAREHOLDING_XBRL,SHP_1697515_20072026075502
RPOWER,2026-03-31,2026-04-17,4136410508,24.98,75.02,NSE_SHAREHOLDING_XBRL,SHP_1653728_17042026080857
RPOWER,2026-06-30,2026-07-17,4136410508,24.98,75.02,NSE_SHAREHOLDING_XBRL,SHP_1695680_17072026071430
RPPINFRA,2026-03-31,2026-04-11,49585031,39.18,60.82,NSE_SHAREHOLDING_XBRL,SHP_1649380_11042026041630
RPPINFRA,2026-06-30,2026-07-17,49585031,39.18,60.82,NSE_SHAREHOLDING_XBRL,SHP_1694797_17072026110245
RPPL,2026-03-31,2026-04-14,74236307,43.97,56.03,NSE_SHAREHOLDING_XBRL,SHP_1650465_14042026021020
RPPL,2026-06-30,2026-07-20,74251965,44.22,55.78,NSE_SHAREHOLDING_XBRL,SHP_1697081_20072026052230
RPSGVENT,2026-03-31,2026-04-18,33086325,63.51,36.49,NSE_SHAREHOLDING_XBRL,SHP_1654210_18042026044247
RPSGVENT,2026-06-30,2026-07-13,33086325,63.51,36.49,NSE_SHAREHOLDING_XBRL,SHP_1691311_13072026024448
RPTECH,2026-03-31,2026-04-20,65897127,64.01,35.99,NSE_SHAREHOLDING_XBRL,SHP_1654719_20042026010923
RPTECH,2026-06-30,2026-07-16,65902368,64.03,35.97,NSE_SHAREHOLDING_XBRL,SHP_1693940_16072026010748
RRKABEL,2026-03-31,2026-04-21,113100075,61.65,38.35,NSE_SHAREHOLDING_XBRL,SHP_1656715_21042026072803
RRKABEL,2026-06-30,2026-07-19,113108824,61.38,38.62,NSE_SHAREHOLDING_XBRL,SHP_1696368_19072026094407
RSL,2026-03-31,2026-04-20,83562960,57.03,42.97,NSE_SHAREHOLDING_XBRL,SHP_1655330_20042026061335
RSL,2026-06-30,2026-07-18,83567623,57.09,42.91,NSE_SHAREHOLDING_XBRL,SHP_1696126_18072026040241
RSSOFTWARE,2026-03-31,2026-04-13,25829677,40.88,59.12,NSE_SHAREHOLDING_XBRL,SHP_1649970_13042026051310
RSSOFTWARE,2026-06-30,2026-07-14,25829677,40.88,59.12,NSE_SHAREHOLDING_XBRL,SHP_1692500_14072026060735
RSWM,2026-03-31,2026-04-14,47105267,55.69,44.31,NSE_SHAREHOLDING_XBRL,SHP_1650778_14042026053859
RSWM,2026-06-30,2026-07-16,47105267,55.69,44.31,NSE_SHAREHOLDING_XBRL,SHP_1694357_16072026051112
RSYSTEMS,2026-03-31,2026-04-17,118482170,51.85,48.15,NSE_SHAREHOLDING_XBRL,SHP_1653502_17042026062832
RSYSTEMS,2026-05-06,2026-05-12,118482170,51.85,48.15,NSE_SHAREHOLDING_XBRL,SHP_1665893_12052026033002
RSYSTEMS,2026-06-30,2026-07-18,118482170,51.85,48.15,NSE_SHAREHOLDING_XBRL,SHP_1696053_18072026031146
RTNINDIA,2026-03-31,2026-04-20,1382179471,74.87,25.03,NSE_SHAREHOLDING_XBRL,SHP_1654735_20042026011639
RTNINDIA,2026-06-30,2026-07-17,1382179471,74.87,25.03,NSE_SHAREHOLDING_XBRL,SHP_1694877_17072026121705
RTNPOWER,2026-03-31,2026-04-20,5370185209,44.06,55.94,NSE_SHAREHOLDING_XBRL,SHP_1654663_20042026124050
RTNPOWER,2026-06-30,2026-07-16,5370185209,44.06,55.94,NSE_SHAREHOLDING_XBRL,SHP_1694073_16072026030603
RUBFILA,2026-03-31,2026-04-11,54269930,58.27,41.73,NSE_SHAREHOLDING_XBRL,SHP_1649224_11042026101035
RUBFILA,2026-06-30,2026-07-13,54267705,58.47,41.53,NSE_SHAREHOLDING_XBRL,SHP_1691419_13072026035915
RUBICON,2026-03-31,2026-04-21,165099165,59.86,40.14,NSE_SHAREHOLDING_XBRL,SHP_1655712_21042026104425
RUBICON,2026-06-30,2026-07-18,165375435,59.76,40.24,NSE_SHAREHOLDING_XBRL,SHP_1696024_18072026021120
RUBYMILLS,2026-03-31,2026-04-20,33441442,74.9,25.1,NSE_SHAREHOLDING_XBRL,SHP_1654819_20042026024536
RUBYMILLS,2026-06-30,2026-07-21,33441442,74.9,25.1,NSE_SHAREHOLDING_XBRL,SHP_1697805_21072026115154
RUCHINFRA,2026-03-31,2026-04-16,236021804,53.7,46.3,NSE_SHAREHOLDING_XBRL,SHP_1652218_16042026040706
RUCHINFRA,2026-06-30,2026-07-21,236021804,53.7,46.3,NSE_SHAREHOLDING_XBRL,SHP_1698352_21072026044307
RUCHIRA,2026-03-31,2026-06-30,29845924,68.67,31.33,NSE_SHAREHOLDING_XBRL,SHP_1686335_30062026094636
RUCHIRA,2026-06-30,2026-07-18,29845924,68.67,31.33,NSE_SHAREHOLDING_XBRL,SHP_1696046_18072026025624
RUDRA,2026-03-31,2026-04-18,100349517,72.88,27.12,NSE_SHAREHOLDING_XBRL,SHP_1654329_18042026061532
RUDRA,2026-06-30,2026-07-16,100349517,72.88,27.12,NSE_SHAREHOLDING_XBRL,SHP_1694581_16072026065912
RUPA,2026-03-31,2026-04-20,79524488,73.28,26.72,NSE_SHAREHOLDING_XBRL,SHP_1654576_20042026114557
RUPA,2026-06-30,2026-07-21,79524488,73.28,26.72,NSE_SHAREHOLDING_XBRL,SHP_1698000_21072026014116
RUSHABEAR,2026-03-31,2026-04-14,9000000,95.0,5.0,NSE_SHAREHOLDING_XBRL,SHP_1650907_14042026071353
RUSHABEAR,2026-06-30,2026-07-15,9000000,95.0,5.0,NSE_SHAREHOLDING_XBRL,SHP_1693385_15072026052334
RUSHIL,2026-03-31,2026-04-13,293419746,55.1,44.9,NSE_SHAREHOLDING_XBRL,SHP_1650050_13042026055413
RUSHIL,2026-06-30,2026-07-07,293419746,55.1,44.9,NSE_SHAREHOLDING_XBRL,SHP_1688704_07072026125255
RUSTOMJEE,2026-03-31,2026-04-20,126236211,74.59,25.41,NSE_SHAREHOLDING_XBRL,SHP_1655383_20042026063634
RUSTOMJEE,2026-06-30,2026-07-20,126236211,74.59,25.41,NSE_SHAREHOLDING_XBRL,SHP_1697207_20072026055553
RVHL,2026-03-31,2026-04-10,61329161,74.74,25.26,NSE_SHAREHOLDING_XBRL,SHP_1648776_10042026042529
RVHL,2026-06-30,2026-07-13,61329161,74.74,25.26,NSE_SHAREHOLDING_XBRL,SHP_1691475_13072026043226
RVNL,2026-03-31,2026-04-17,2085040766,72.84,27.16,NSE_SHAREHOLDING_XBRL,SHP_1652990_17042026013727
RVNL,2026-06-30,2026-07-20,2085040766,72.84,27.16,NSE_SHAREHOLDING_XBRL,SHP_1696996_20072026045622
RVTH,2026-03-31,2026-04-16,3066752,63.91,36.09,NSE_SHAREHOLDING_XBRL,SHP_1652299_16042026044047
RVTH,2026-06-30,2026-07-20,3066752,63.91,36.09,NSE_SHAREHOLDING_XBRL,SHP_1696915_20072026043053
S&SPOWER,2026-03-31,2026-04-19,12342318,74.97,25.03,NSE_SHAREHOLDING_XBRL,SHP_1654465_19042026090247
S&SPOWER,2026-06-30,2026-07-20,12342318,74.97,25.03,NSE_SHAREHOLDING_XBRL,SHP_1697595_20072026091126
SAATVIKGL,2026-03-31,2026-04-16,127111324,75.99,24.01,NSE_SHAREHOLDING_XBRL,SHP_1652109_16042026025825
SAATVIKGL,2026-06-30,2026-07-20,127111324,75.99,24.01,NSE_SHAREHOLDING_XBRL,SHP_1697177_20072026054851
SABEVENTS,2026-03-31,2026-06-11,10485108,26.43,73.57,NSE_SHAREHOLDING_XBRL,SHP_1680452_09062026043057
SABEVENTS,2026-06-30,2026-07-20,10485108,26.43,73.57,NSE_SHAREHOLDING_XBRL,SHP_1696849_20072026040327
SABEVENTS,2026-08-05,2026-08-13,10485108,26.43,73.57,NSE_SHAREHOLDING_XBRL,SHP_1714006_13082026074757
SADBHAV,2026-03-31,2026-04-15,171582998,25.52,74.48,NSE_SHAREHOLDING_XBRL,SHP_1651047_15042026114541
SADBHAV,2026-06-30,2026-07-18,171582998,25.52,74.48,NSE_SHAREHOLDING_XBRL,SHP_1696022_18072026020842
SADBHIN,2026-03-31,2026-04-15,352240194,70.25,29.75,NSE_SHAREHOLDING_XBRL,SHP_1651435_15042026044741
SADBHIN,2026-06-30,2026-07-20,352240194,70.25,29.75,NSE_SHAREHOLDING_XBRL,SHP_1697498_20072026074102
SADHNANIQ,2026-03-31,2026-04-15,2964914346,60.9,39.1,NSE_SHAREHOLDING_XBRL,SHP_1651122_15042026124859
SADHNANIQ,2026-06-30,2026-07-15,2964914346,60.9,39.1,NSE_SHAREHOLDING_XBRL,SHP_1692899_15072026122715
SAFARI,2026-03-31,2026-04-15,48993289,44.7,55.3,NSE_SHAREHOLDING_XBRL,SHP_1651562_15042026055524
SAFARI,2026-06-30,2026-07-21,48993289,44.7,55.3,NSE_SHAREHOLDING_XBRL,SHP_1698219_21072026034851
SAGARDEEP,2026-03-31,2026-04-21,17056729,72.69,27.31,NSE_SHAREHOLDING_XBRL,SHP_1655947_21042026011222
SAGARDEEP,2026-06-30,2026-07-07,17056729,72.69,27.31,NSE_SHAREHOLDING_XBRL,SHP_1688922_07072026053032
SAGCEM,2026-03-31,2026-04-10,130701813,48.33,51.67,NSE_SHAREHOLDING_XBRL,SHP_1648507_10042026121953
SAGCEM,2026-06-30,2026-07-13,130704852,48.33,51.67,NSE_SHAREHOLDING_XBRL,SHP_1691593_13072026052845
SAGILITY,2026-03-31,2026-04-20,4681313348,50.95,49.05,NSE_SHAREHOLDING_XBRL,SHP_1655016_20042026042118
SAGILITY,2026-06-30,2026-07-17,4681313348,50.95,49.05,NSE_SHAREHOLDING_XBRL,SHP_1694901_17072026122835
SAHLIBHFI,2026-03-31,2026-04-14,30887601,57.78,42.22,NSE_SHAREHOLDING_XBRL,SHP_1650686_14042026043430
SAHLIBHFI,2026-04-09,2026-05-14,30887601,57.78,42.22,NSE_SHAREHOLDING_XBRL,SHP_1664061_06052026043746
SAHLIBHFI,2026-06-30,2026-07-15,30889597,58.1,41.9,NSE_SHAREHOLDING_XBRL,SHP_1693539_15072026062802
SAHYADRI,2026-03-31,2026-04-18,10945994,71.12,28.88,NSE_SHAREHOLDING_XBRL,SHP_1654090_18042026031747
SAHYADRI,2026-06-30,2026-07-20,10945994,71.12,28.88,NSE_SHAREHOLDING_XBRL,SHP_1697145_20072026053858
SAIL,2026-03-31,2026-04-20,4130330077,65.0,35.0,NSE_SHAREHOLDING_XBRL,SHP_1655023_20042026042310
SAIL,2026-06-30,2026-07-17,4130330077,65.0,35.0,NSE_SHAREHOLDING_XBRL,SHP_1695371_17072026050422
SAILIFE,2026-03-31,2026-04-14,211773115,34.61,65.39,NSE_SHAREHOLDING_XBRL,SHP_1650758_14042026052722
SAILIFE,2026-06-30,2026-07-20,212263756,34.53,65.47,NSE_SHAREHOLDING_XBRL,SHP_1697026_20072026050427
SAIPARENT,2026-03-31,2026-04-15,44175139,51.16,48.84,NSE_SHAREHOLDING_XBRL,SHP_1651254_15042026031503
SAIPARENT,2026-04-01,2026-04-15,44175139,51.16,48.84,NSE_SHAREHOLDING_XBRL,SHP_1647228_08042026021755
SAIPARENT,2026-06-30,2026-07-21,44175139,51.16,48.84,NSE_SHAREHOLDING_XBRL,SHP_1697716_21072026103623
SAKAR,2026-03-31,2026-04-17,22249419,52.86,47.14,NSE_SHAREHOLDING_XBRL,SHP_1652835_17042026111733
SAKAR,2026-06-30,2026-07-17,22248749,52.52,47.48,NSE_SHAREHOLDING_XBRL,SHP_1694777_17072026103746
SAKHTISUG,2026-03-31,2026-04-11,118858728,59.83,40.17,NSE_SHAREHOLDING_XBRL,SHP_1649368_11042026040350
SAKHTISUG,2026-06-30,2026-07-14,118858728,59.83,40.17,NSE_SHAREHOLDING_XBRL,SHP_1691974_14072026123431
SAKSOFT,2026-03-31,2026-04-16,132557993,66.71,29.73,NSE_SHAREHOLDING_XBRL,SHP_1652686_16042026075223
SAKSOFT,2026-06-30,2026-07-17,132542621,66.72,30.25,NSE_SHAREHOLDING_XBRL,SHP_1694947_17072026011028
SAKUMA,2026-03-31,2026-04-19,1567684565,46.29,53.71,NSE_SHAREHOLDING_XBRL,SHP_1654463_19042026084134
SAKUMA,2026-06-30,2026-07-15,1567684565,46.29,53.71,NSE_SHAREHOLDING_XBRL,SHP_1693064_15072026025514
SALASAR,2026-03-31,2026-04-16,1747780051,47.24,52.76,NSE_SHAREHOLDING_XBRL,SHP_1652515_16042026060649
SALASAR,2026-06-30,2026-07-17,1747798888,44.5,55.5,NSE_SHAREHOLDING_XBRL,SHP_1695395_17072026050943
SALONA,2026-03-31,2026-04-07,5262654,68.42,31.58,NSE_SHAREHOLDING_XBRL,SHP_1646667_07042026033654
SALONA,2026-06-30,2026-07-10,5262654,68.42,31.58,NSE_SHAREHOLDING_XBRL,SHP_1690552_10072026052047
SALSTEEL,2026-03-31,2026-04-21,144776274,70.98,29.02,NSE_SHAREHOLDING_XBRL,SHP_1656154_21042026032626
SALSTEEL,2026-06-30,2026-07-13,144776274,70.98,29.02,NSE_SHAREHOLDING_XBRL,SHP_1691495_13072026044351
SALZERELEC,2026-03-31,2026-04-15,17680488,37.48,62.52,NSE_SHAREHOLDING_XBRL,SHP_1651117_15042026124521
SALZERELEC,2026-06-30,2026-07-17,17680488,37.48,62.52,NSE_SHAREHOLDING_XBRL,SHP_1695489_17072026054156
SAMBHAAV,2026-03-31,2026-04-16,191123442,62.93,37.07,NSE_SHAREHOLDING_XBRL,SHP_1652642_16042026070532
SAMBHAAV,2026-06-30,2026-07-14,191123442,62.93,37.07,NSE_SHAREHOLDING_XBRL,SHP_1691959_14072026121517
SAMBHV,2026-03-31,2026-04-21,294655907,56.15,43.85,NSE_SHAREHOLDING_XBRL,SHP_1656457_21042026054846
SAMBHV,2026-06-30,2026-07-21,294652098,56.11,43.89,NSE_SHAREHOLDING_XBRL,SHP_1698594_21072026060538
SAMHI,2026-03-31,2026-04-17,222134736,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1653776_17042026091153
SAMHI,2026-06-30,2026-07-15,222134736,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1693656_15072026075248
SAMMAANCAP,2026-03-31,2026-04-20,1161729566,0.0,98.63,NSE_SHAREHOLDING_XBRL,SHP_1655236_20042026053729
SAMMAANCAP,2026-06-30,2026-07-20,1164577350,28.34,70.3,NSE_SHAREHOLDING_XBRL,SHP_1697387_20072026065045
SAMPANN,2026-03-31,2026-04-17,48808175,40.66,59.34,NSE_SHAREHOLDING_XBRL,SHP_1653194_17042026041108
SAMPANN,2026-06-30,2026-07-18,48808175,40.66,59.34,NSE_SHAREHOLDING_XBRL,SHP_1696082_18072026032436
SAMPANN,2026-08-04,2026-08-08,48808175,40.66,59.34,NSE_SHAREHOLDING_XBRL,SHP_1710469_08082026050009
SANATHAN,2026-03-31,2026-04-13,84405489,78.58,21.42,NSE_SHAREHOLDING_XBRL,SHP_1649658_13042026015439
SANATHAN,2026-06-30,2026-07-09,84405489,78.58,21.42,NSE_SHAREHOLDING_XBRL,SHP_1689843_09072026043951
SANCO,2026-03-31,2026-04-21,13080849,42.5,57.5,NSE_SHAREHOLDING_XBRL,SHP_1656192_21042026034811
SANDESH,2026-03-31,2026-04-20,7569866,74.81,25.19,NSE_SHAREHOLDING_XBRL,SHP_1654486_20042026102151
SANDESH,2026-06-30,2026-07-17,7569866,74.81,25.19,NSE_SHAREHOLDING_XBRL,SHP_1695217_17072026040830
SANDHAR,2026-03-31,2026-04-20,60190743,70.38,29.62,NSE_SHAREHOLDING_XBRL,SHP_1655081_20042026044750
SANDHAR,2026-06-30,2026-07-14,60190743,70.38,29.62,NSE_SHAREHOLDING_XBRL,SHP_1691966_14072026122520
SANDUMA,2026-03-31,2026-04-15,486090372,74.22,25.78,NSE_SHAREHOLDING_XBRL,SHP_1651026_15042026113004
SANDUMA,2026-06-30,2026-07-17,486090372,74.22,25.78,NSE_SHAREHOLDING_XBRL,SHP_1695275_17072026043229
SANGAMIND,2026-03-31,2026-04-16,50243389,70.52,27.62,NSE_SHAREHOLDING_XBRL,SHP_1651804_16042026100121
SANGAMIND,2026-06-30,2026-07-20,50243389,70.52,27.63,NSE_SHAREHOLDING_XBRL,SHP_1696557_20072026125334
SANGHVIMOV,2026-03-31,2026-04-15,86574083,47.25,52.75,NSE_SHAREHOLDING_XBRL,SHP_1651344_15042026035437
SANGHVIMOV,2026-06-30,2026-07-16,86574083,47.25,52.75,NSE_SHAREHOLDING_XBRL,SHP_1694523_16072026063116
SANGINITA,2026-03-31,2026-04-10,25901551,25.4,74.6,NSE_SHAREHOLDING_XBRL,SHP_1649181_10042026082917
SANGINITA,2026-06-10,2026-06-19,41187323,53.09,46.91,NSE_SHAREHOLDING_XBRL,SHP_1682759_19062026050401
SANGINITA,2026-06-17,2026-06-19,60346322,67.98,32.02,NSE_SHAREHOLDING_XBRL,SHP_1682823_19062026065302
SANGINITA,2026-06-30,2026-07-18,60341815,68.0,32.0,NSE_SHAREHOLDING_XBRL,SHP_1696156_18072026043003
SANOFI,2026-03-31,2026-04-17,23029118,60.4,39.6,NSE_SHAREHOLDING_XBRL,SHP_1653472_17042026061745
SANOFI,2026-06-30,2026-07-20,23029118,60.4,39.6,NSE_SHAREHOLDING_XBRL,SHP_1696700_20072026025447
SANOFICONR,2026-03-31,2026-04-21,23031033,71.27,28.73,NSE_SHAREHOLDING_XBRL,SHP_1656299_21042026042406
SANOFICONR,2026-06-30,2026-07-21,23031033,71.27,28.73,NSE_SHAREHOLDING_XBRL,SHP_1698497_21072026053847
SANSERA,2026-03-31,2026-04-16,62330601,30.1,69.9,NSE_SHAREHOLDING_XBRL,SHP_1651801_16042026095232
SANSERA,2026-06-30,2026-07-10,62400685,29.21,70.79,NSE_SHAREHOLDING_XBRL,SHP_1690792_10072026080854
SANSTAR,2026-03-31,2026-06-30,182250815,70.53,29.47,NSE_SHAREHOLDING_XBRL,SHP_1682839_19062026072825
SANSTAR,2026-06-24,2026-06-26,200282798,64.18,35.82,NSE_SHAREHOLDING_XBRL,SHP_1685136_26062026015300
SANSTAR,2026-06-30,2026-07-14,200282798,64.18,35.82,NSE_SHAREHOLDING_XBRL,SHP_1692058_14072026020818
SANWARIA,2026-03-31,2026-04-21,735937126,12.42,87.58,NSE_SHAREHOLDING_XBRL,SHP_1656827_21042026084923
SANWARIA,2026-06-30,2026-07-16,735937126,12.42,87.58,NSE_SHAREHOLDING_XBRL,SHP_1694553_16072026064859
SAPPHIRE,2026-03-31,2026-04-21,321358746,26.07,73.93,NSE_SHAREHOLDING_XBRL,SHP_1656788_21042026081406
SAPPHIRE,2026-06-30,2026-07-21,321358746,26.07,73.93,NSE_SHAREHOLDING_XBRL,SHP_1698063_21072026023716
SARDAEN,2026-03-31,2026-04-09,352374455,73.16,26.84,NSE_SHAREHOLDING_XBRL,SHP_1648042_09042026042110
SARDAEN,2026-06-30,2026-07-07,352374455,73.16,26.84,NSE_SHAREHOLDING_XBRL,SHP_1688676_07072026115211
SAREGAMA,2026-03-31,2026-04-17,192804147,60.84,38.72,NSE_SHAREHOLDING_XBRL,SHP_1653077_17042026031427
SAREGAMA,2026-06-30,2026-07-15,192804147,60.84,38.72,NSE_SHAREHOLDING_XBRL,SHP_1693207_15072026040825
SARLAPOLY,2026-03-31,2026-04-14,83500625,57.11,42.89,NSE_SHAREHOLDING_XBRL,SHP_1650275_14042026020411
SARLAPOLY,2026-06-30,2026-07-14,79505180,59.98,40.02,NSE_SHAREHOLDING_XBRL,SHP_1692657_14072026074222
SARVESHWAR,2026-03-31,2026-04-17,1231642929,40.87,59.13,NSE_SHAREHOLDING_XBRL,SHP_1653095_17042026032613
SARVESHWAR,2026-06-30,2026-07-21,1231642929,40.87,59.13,NSE_SHAREHOLDING_XBRL,SHP_1697748_21072026110503
SASKEN,2026-03-31,2026-04-20,15185652,42.96,57.04,NSE_SHAREHOLDING_XBRL,SHP_1655459_20042026070044
SASKEN,2026-06-30,2026-07-17,15186859,42.95,57.05,NSE_SHAREHOLDING_XBRL,SHP_1695786_17072026084344
SASTASUNDR,2026-03-31,2026-04-20,31808695,74.84,25.16,NSE_SHAREHOLDING_XBRL,SHP_1654994_20042026041349
SATIA,2026-03-31,2026-04-15,100000742,52.46,47.54,NSE_SHAREHOLDING_XBRL,SHP_1651018_15042026112513
SATIA,2026-06-30,2026-07-14,100000742,52.46,47.54,NSE_SHAREHOLDING_XBRL,SHP_1691941_14072026115444
SATIN,2026-03-31,2026-04-10,110480379,36.17,63.39,NSE_SHAREHOLDING_XBRL,SHP_1648928_10042026053700
SATIN,2026-06-30,2026-07-09,110480379,36.17,63.44,NSE_SHAREHOLDING_XBRL,SHP_1689891_09072026051238
