symbol,as_of_date,available_date,market_cap_cr,source,filing_id,loaded_at
INTENTECH,2026-05-28,2026-05-28,231.701576925,CALCULATED_QUARTERLY_SHARES,SHP_1651749_15042026081929,2026-08-18 17:58:30
INTERARCH,2026-05-28,2026-05-28,2995.31269668,CALCULATED_QUARTERLY_SHARES,SHP_1654097_18042026032350,2026-08-18 17:58:30
INTLCONV,2026-05-28,2026-05-28,500.426573368,CALCULATED_QUARTERLY_SHARES,SHP_1656100_21042026025355,2026-08-18 17:58:30
INVENTURE,2026-05-28,2026-05-28,101.847423292,CALCULATED_QUARTERLY_SHARES,SHP_1653318_17042026050531,2026-08-18 17:58:30
IOB,2026-05-28,2026-05-28,65240.214578616,CALCULATED_QUARTERLY_SHARES,SHP_1646941_07042026064654,2026-08-18 17:58:30
IOC,2026-05-28,2026-05-28,203254.453299318,CALCULATED_QUARTERLY_SHARES,SHP_1651927_16042026120704,2026-08-18 17:58:30
IOLCP,2026-05-28,2026-05-28,3856.8872925,CALCULATED_QUARTERLY_SHARES,SHP_1651429_15042026044337,2026-08-18 17:58:30
IONEXCHANG,2026-05-28,2026-05-28,5575.62733833,CALCULATED_QUARTERLY_SHARES,SHP_1653351_17042026052145,2026-08-18 17:58:30
IPCALAB,2026-05-28,2026-05-28,39896.29984456,CALCULATED_QUARTERLY_SHARES,SHP_1647122_08042026120805,2026-08-18 17:58:30
IPL,2026-05-28,2026-05-28,1934.954175468,CALCULATED_QUARTERLY_SHARES,SHP_1652849_17042026113131,2026-08-18 17:58:30
IRB,2026-05-28,2026-05-28,26198.490585897,CALCULATED_QUARTERLY_SHARES,SHP_1649127_10042026073125,2026-08-18 17:58:30
IRCON,2026-05-28,2026-05-28,13135.120329054,CALCULATED_QUARTERLY_SHARES,SHP_1650021_13042026053913,2026-08-18 17:58:30
IRCTC,2026-05-28,2026-05-28,41853.66658032,CALCULATED_QUARTERLY_SHARES,SHP_1650182_13042026071657,2026-08-18 17:58:30
IREDA,2026-05-28,2026-05-28,36574.72456259999,CALCULATED_QUARTERLY_SHARES,SHP_1648932_10042026053843,2026-08-18 17:58:30
IRFC,2026-05-28,2026-05-28,129625.407703792,CALCULATED_QUARTERLY_SHARES,SHP_1651942_16042026122158,2026-08-18 17:58:30
IRIS,2026-05-28,2026-05-28,531.312164217,CALCULATED_QUARTERLY_SHARES,SHP_1655589_20042026080912,2026-08-18 17:58:30
IRISDOREME,2026-05-28,2026-05-28,691.1237193940001,CALCULATED_QUARTERLY_SHARES,SHP_1653456_17042026060613,2026-08-18 17:58:30
IRMENERGY,2026-05-28,2026-05-28,1112.93298051,CALCULATED_QUARTERLY_SHARES,SHP_1656054_21042026023048,2026-08-18 17:58:30
ISFT,2026-05-28,2026-05-28,140.175993516,CALCULATED_QUARTERLY_SHARES,SHP_1656584_21042026062612,2026-08-18 17:58:30
ISGEC,2026-05-28,2026-05-28,7590.51996525,CALCULATED_QUARTERLY_SHARES,SHP_1654928_20042026034329,2026-08-18 17:58:30
ISHANCH,2026-05-28,2026-05-28,175.632949009,CALCULATED_QUARTERLY_SHARES,SHP_1653979_18042026011133,2026-08-18 17:58:30
ITC,2026-05-28,2026-05-28,365707.20182637,CALCULATED_QUARTERLY_SHARES,SHP_1653166_17042026040438,2026-08-18 17:58:30
ITCHOTELS,2026-05-28,2026-05-28,32581.40527722,CALCULATED_QUARTERLY_SHARES,SHP_1656772_21042026075912,2026-08-18 17:58:30
ITDC,2026-05-28,2026-05-28,4710.667945425,CALCULATED_QUARTERLY_SHARES,SHP_1650030_13042026054406,2026-08-18 17:58:30
ITI,2026-05-28,2026-05-28,29020.49005746,CALCULATED_QUARTERLY_SHARES,SHP_1654104_18042026032514,2026-08-18 17:58:30
IVALUE,2026-05-28,2026-05-28,1331.42875125,CALCULATED_QUARTERLY_SHARES,SHP_1654561_20042026113623,2026-08-18 17:58:30
IVC,2026-05-28,2026-05-28,240.54580419,CALCULATED_QUARTERLY_SHARES,SHP_1647269_08042026030553,2026-08-18 17:58:30
IVP,2026-05-28,2026-05-28,181.640057158,CALCULATED_QUARTERLY_SHARES,SHP_1653048_17042026025052,2026-08-18 17:58:30
IXIGO,2026-05-28,2026-05-28,7205.489917988,CALCULATED_QUARTERLY_SHARES,SHP_1648552_10042026010219,2026-08-18 17:58:30
IZMO,2026-05-28,2026-05-28,1070.000063955,CALCULATED_QUARTERLY_SHARES,SHP_1653349_17042026052027,2026-08-18 17:58:30
J&KBANK,2026-05-28,2026-05-28,15843.713899728,CALCULATED_QUARTERLY_SHARES,SHP_1659266_27042026030335,2026-08-18 17:58:30
JAGRAN,2026-05-28,2026-05-28,1524.627875595,CALCULATED_QUARTERLY_SHARES,SHP_1648158_09042026052101,2026-08-18 17:58:30
JAGSNPHARM,2026-05-28,2026-05-28,1399.569158848,CALCULATED_QUARTERLY_SHARES,SHP_1656361_21042026045546,2026-08-18 17:58:30
JAICORPLTD,2026-05-28,2026-05-28,2082.164258216,CALCULATED_QUARTERLY_SHARES,SHP_1662233_30042026052845,2026-08-18 17:58:30
JAINREC,2026-05-28,2026-05-28,13670.24349867,CALCULATED_QUARTERLY_SHARES,SHP_1655323_20042026061251,2026-08-18 17:58:30
JAIPURKURT,2026-05-28,2026-05-28,63.839631856,CALCULATED_QUARTERLY_SHARES,SHP_1654438_19042026124127,2026-08-18 17:58:30
JAMNAAUTO,2026-05-28,2026-05-28,4953.702842656,CALCULATED_QUARTERLY_SHARES,SHP_1654578_20042026114819,2026-08-18 17:58:30
JARO,2026-05-28,2026-05-28,1258.7939350800002,CALCULATED_QUARTERLY_SHARES,SHP_1653578_17042026070909,2026-08-18 17:58:30
JASH,2026-05-28,2026-05-28,2674.6789394,CALCULATED_QUARTERLY_SHARES,SHP_1656654_21042026070100,2026-08-18 17:58:30
JAYAGROGN,2026-05-28,2026-05-28,657.87138135,CALCULATED_QUARTERLY_SHARES,SHP_1655884_21042026123057,2026-08-18 17:58:30
JAYBARMARU,2026-05-28,2026-05-28,1230.5289212720002,CALCULATED_QUARTERLY_SHARES,SHP_1650860_14042026063106,2026-08-18 17:58:30
JAYKAY,2026-05-28,2026-05-28,2787.402459514,CALCULATED_QUARTERLY_SHARES,SHP_1652524_16042026060920,2026-08-18 17:58:30
JAYNECOIND,2026-05-28,2026-05-28,10148.164811379002,CALCULATED_QUARTERLY_SHARES,SHP_1652167_16042026033652,2026-08-18 17:58:30
JAYSREETEA,2026-05-28,2026-05-28,242.29740251000004,CALCULATED_QUARTERLY_SHARES,SHP_1655252_20042026054037,2026-08-18 17:58:30
JBCHEPHARM,2026-05-28,2026-05-28,35392.71838941999,CALCULATED_QUARTERLY_SHARES,SHP_1652306_16042026044438,2026-08-18 17:58:30
JBMA,2026-05-28,2026-05-28,15154.904428559998,CALCULATED_QUARTERLY_SHARES,SHP_1650230_13042026081938,2026-08-18 17:58:30
JETFREIGHT,2026-05-28,2026-05-28,104.67666288,CALCULATED_QUARTERLY_SHARES,SHP_1653276_17042026044515,2026-08-18 17:58:30
JGCHEM,2026-05-28,2026-05-28,1589.88223226,CALCULATED_QUARTERLY_SHARES,SHP_1654135_18042026034040,2026-08-18 17:58:30
JHS,2026-05-28,2026-05-28,81.28452216000001,CALCULATED_QUARTERLY_SHARES,SHP_1651384_15042026041604,2026-08-18 17:58:30
JINDALPOLY,2026-05-28,2026-05-28,3085.46954379,CALCULATED_QUARTERLY_SHARES,SHP_1654718_20042026010732,2026-08-18 17:58:30
JINDALSAW,2026-05-28,2026-05-28,15735.281691052,CALCULATED_QUARTERLY_SHARES,SHP_1647493_08042026054343,2026-08-18 17:58:30
JINDALSTEL,2026-05-28,2026-05-28,124520.44922817998,CALCULATED_QUARTERLY_SHARES,SHP_1656133_21042026030655,2026-08-18 17:58:30
JINDRILL,2026-05-28,2026-05-28,1778.948042375,CALCULATED_QUARTERLY_SHARES,SHP_1648819_10042026045143,2026-08-18 17:58:30
JINDWORLD,2026-05-28,2026-05-28,3097.178362264,CALCULATED_QUARTERLY_SHARES,SHP_1649333_11042026031512,2026-08-18 17:58:30
JIOFIN,2026-05-28,2026-05-28,160372.033854826,CALCULATED_QUARTERLY_SHARES,SHP_1658211_24042026010209,2026-08-18 17:58:30
JISLDVREQS,2026-05-28,2026-05-28,47.46363114,CALCULATED_QUARTERLY_SHARES,SHP_1650590_14042026033911,2026-08-18 17:58:30
JISLJALEQS,2026-05-28,2026-05-28,2168.751711275,CALCULATED_QUARTERLY_SHARES,SHP_1650586_14042026033622,2026-08-18 17:58:30
JKIL,2026-05-28,2026-05-28,3811.316029625,CALCULATED_QUARTERLY_SHARES,SHP_1646791_07042026052140,2026-08-18 17:58:30
JKLAKSHMI,2026-05-28,2026-05-28,7498.5206572,CALCULATED_QUARTERLY_SHARES,SHP_1653337_17042026051520,2026-08-18 17:58:30
JKPAPER,2026-05-28,2026-05-28,6935.004209734999,CALCULATED_QUARTERLY_SHARES,SHP_1650010_13042026053419,2026-08-18 17:58:30
JKTYRE,2026-05-28,2026-05-28,11915.900573440002,CALCULATED_QUARTERLY_SHARES,SHP_1654841_20042026030150,2026-08-18 17:58:30
JLHL,2026-05-28,2026-05-28,8695.541111679999,CALCULATED_QUARTERLY_SHARES,SHP_1651332_15042026034932,2026-08-18 17:58:30
JMA,2026-05-28,2026-05-28,206.850369056,CALCULATED_QUARTERLY_SHARES,SHP_1652134_16042026031620,2026-08-18 17:58:30
JMFINANCIL,2026-05-28,2026-05-28,12575.3167012,CALCULATED_QUARTERLY_SHARES,SHP_1655928_21042026010315,2026-08-18 17:58:30
JNKINDIA,2026-05-28,2026-05-28,2136.734319,CALCULATED_QUARTERLY_SHARES,SHP_1654900_20042026033506,2026-08-18 17:58:30
JOCIL,2026-05-28,2026-05-28,134.214447392,CALCULATED_QUARTERLY_SHARES,SHP_1646551_07042026122246,2026-08-18 17:58:30
JPOLYINVST,2026-05-28,2026-05-28,1062.60136851,CALCULATED_QUARTERLY_SHARES,SHP_1656153_21042026032430,2026-08-18 17:58:30
JPPOWER,2026-05-28,2026-05-28,15673.860332775,CALCULATED_QUARTERLY_SHARES,SHP_1646699_07042026040615,2026-08-18 17:58:30
JSFB,2026-05-28,2026-05-28,5141.591376075,CALCULATED_QUARTERLY_SHARES,SHP_1647113_08042026115351,2026-08-18 17:58:30
JSL,2026-05-28,2026-05-28,59537.25954462001,CALCULATED_QUARTERLY_SHARES,SHP_1649966_13042026051224,2026-08-18 17:58:30
JSLL,2026-05-28,2026-05-28,7785.006264389999,CALCULATED_QUARTERLY_SHARES,SHP_1652795_17042026103206,2026-08-18 17:58:30
JSWCEMENT,2026-05-28,2026-05-28,17823.539804997,CALCULATED_QUARTERLY_SHARES,SHP_1655394_20042026064035,2026-08-18 17:58:30
JSWDULUX,2026-05-28,2026-05-28,13232.69252736,CALCULATED_QUARTERLY_SHARES,SHP_1651397_15042026042319,2026-08-18 17:58:30
JSWENERGY,2026-05-28,2026-05-28,105804.98536606,CALCULATED_QUARTERLY_SHARES,SHP_1656820_21042026084245,2026-08-18 17:58:30
JSWHL,2026-05-28,2026-05-28,13987.1727738,CALCULATED_QUARTERLY_SHARES,SHP_1652556_16042026062135,2026-08-18 17:58:30
JSWINFRA,2026-05-28,2026-05-28,58702.17371841501,CALCULATED_QUARTERLY_SHARES,SHP_1655332_20042026061410,2026-08-18 17:58:30
JSWSTEEL,2026-05-28,2026-05-28,320161.33486621,CALCULATED_QUARTERLY_SHARES,SHP_1656626_21042026064612,2026-08-18 17:58:30
JTEKTINDIA,2026-05-28,2026-05-28,3669.8853720369993,CALCULATED_QUARTERLY_SHARES,SHP_1646618_07042026024240,2026-08-18 17:58:30
JUBLCPL,2026-05-28,2026-05-28,2799.99258,CALCULATED_QUARTERLY_SHARES,SHP_1654496_20042026104922,2026-08-18 17:58:30
JUBLFOOD,2026-05-28,2026-05-28,28198.66819011,CALCULATED_QUARTERLY_SHARES,SHP_1654483_20042026101527,2026-08-18 17:58:30
JUBLINGREA,2026-05-28,2026-05-28,10839.221810725,CALCULATED_QUARTERLY_SHARES,SHP_1650754_14042026052553,2026-08-18 17:58:30
JUBLPHARMA,2026-05-28,2026-05-28,15795.3289237,CALCULATED_QUARTERLY_SHARES,SHP_1654334_18042026062307,2026-08-18 17:58:30
JUNIPER,2026-05-28,2026-05-28,4379.420123019,CALCULATED_QUARTERLY_SHARES,SHP_1663532_05052026121714,2026-08-18 17:58:30
JUSTDIAL,2026-05-28,2026-05-28,4545.4652887,CALCULATED_QUARTERLY_SHARES,SHP_1656186_21042026034458,2026-08-18 17:58:30
JWL,2026-05-28,2026-05-28,12756.7903857,CALCULATED_QUARTERLY_SHARES,SHP_1650400_14042026123826,2026-08-18 17:58:30
JYOTHYLAB,2026-05-28,2026-05-28,7659.87840212,CALCULATED_QUARTERLY_SHARES,SHP_1655274_20042026055323,2026-08-18 17:58:30
JYOTICNC,2026-05-28,2026-05-28,14939.861691090002,CALCULATED_QUARTERLY_SHARES,SHP_1652801_17042026103951,2026-08-18 17:58:30
JYOTISTRUC,2026-05-28,2026-05-28,1568.457988218,CALCULATED_QUARTERLY_SHARES,SHP_1647472_08042026053053,2026-08-18 17:58:30
KABRAEXTRU,2026-05-28,2026-05-28,797.255042616,CALCULATED_QUARTERLY_SHARES,SHP_1650625_14042026035842,2026-08-18 17:58:30
KAJARIACER,2026-05-28,2026-05-28,17223.3145145,CALCULATED_QUARTERLY_SHARES,SHP_1655972_21042026013859,2026-08-18 17:58:30
KALAMANDIR,2026-05-28,2026-05-28,1684.917164162,CALCULATED_QUARTERLY_SHARES,SHP_1647966_09042026033231,2026-08-18 17:58:30
KALPATARU,2026-05-28,2026-05-28,6880.578918615,CALCULATED_QUARTERLY_SHARES,SHP_1655591_20042026081131,2026-08-18 17:58:30
KALYANIFRG,2026-05-28,2026-05-28,229.39409,CALCULATED_QUARTERLY_SHARES,SHP_1668396_16052026082523,2026-08-18 17:58:30
KALYANKJIL,2026-05-28,2026-05-28,36634.126929675,CALCULATED_QUARTERLY_SHARES,SHP_1648432_10042026105842,2026-08-18 17:58:30
KAMATHOTEL,2026-05-28,2026-05-28,499.39072568,CALCULATED_QUARTERLY_SHARES,SHP_1650750_14042026052236,2026-08-18 17:58:30
KAMDHENU,2026-05-28,2026-05-28,719.660656296,CALCULATED_QUARTERLY_SHARES,SHP_1648259_09042026060750,2026-08-18 17:58:30
KAMOPAINTS,2026-05-28,2026-05-28,176.342163664,CALCULATED_QUARTERLY_SHARES,SHP_1653262_17042026043750,2026-08-18 17:58:30
KANANIIND,2026-05-28,2026-05-28,30.667410145,CALCULATED_QUARTERLY_SHARES,SHP_1649686_13042026023249,2026-08-18 17:58:30
KANPRPLA,2026-05-28,2026-05-28,475.7961948,CALCULATED_QUARTERLY_SHARES,SHP_1648211_09042026054440,2026-08-18 17:58:30
KANSAINER,2026-05-28,2026-05-28,17657.223572736002,CALCULATED_QUARTERLY_SHARES,SHP_1652179_16042026034307,2026-08-18 17:58:30
KAPSTON,2026-05-28,2026-05-28,1054.43487765,CALCULATED_QUARTERLY_SHARES,SHP_1648075_09042026044305,2026-08-18 17:58:30
KARMAENG,2026-05-28,2026-05-28,53.15415574199999,CALCULATED_QUARTERLY_SHARES,SHP_1648916_10042026053158,2026-08-18 17:58:30
KAVDEFENCE,2026-05-28,2026-05-28,392.174951487,CALCULATED_QUARTERLY_SHARES,SHP_1655937_21042026010931,2026-08-18 17:58:30
KAYA,2026-05-28,2026-05-28,367.99278578,CALCULATED_QUARTERLY_SHARES,SHP_1647780_09042026121804,2026-08-18 17:58:30
KAYNES,2026-05-28,2026-05-28,21650.60346064,CALCULATED_QUARTERLY_SHARES,SHP_1653877_18042026110334,2026-08-18 17:58:30
KCP,2026-05-28,2026-05-28,2084.84360238,CALCULATED_QUARTERLY_SHARES,SHP_1646105_06042026122606,2026-08-18 17:58:30
KCPSUGIND,2026-05-28,2026-05-28,279.184908434,CALCULATED_QUARTERLY_SHARES,SHP_1655765_21042026111249,2026-08-18 17:58:30
KDDL,2026-05-28,2026-05-28,3328.0080572,CALCULATED_QUARTERLY_SHARES,SHP_1654207_18042026043918,2026-08-18 17:58:30
KEC,2026-05-28,2026-05-28,13376.8409475,CALCULATED_QUARTERLY_SHARES,SHP_1655598_20042026082218,2026-08-18 17:58:30
KEEPLEARN,2026-05-28,2026-05-28,32.853974228999995,CALCULATED_QUARTERLY_SHARES,SHP_1649677_13042026022338,2026-08-18 17:58:30
KEI,2026-05-28,2026-05-28,52067.21545308,CALCULATED_QUARTERLY_SHARES,SHP_1654283_18042026052606,2026-08-18 17:58:30
KELLTONTEC,2026-05-28,2026-05-28,884.6207858480002,CALCULATED_QUARTERLY_SHARES,SHP_1656110_21042026025658,2026-08-18 17:58:30
KERNEX,2026-05-28,2026-05-28,2496.0627733,CALCULATED_QUARTERLY_SHARES,SHP_1648645_10042026024934,2026-08-18 17:58:30
KEYFINSERV,2026-05-28,2026-05-28,153.16010133,CALCULATED_QUARTERLY_SHARES,SHP_1652083_16042026023829,2026-08-18 17:58:30
KFINTECH,2026-05-28,2026-05-28,14630.996732375,CALCULATED_QUARTERLY_SHARES,SHP_1655911_21042026125145,2026-08-18 17:58:30
KHADIM,2026-05-28,2026-05-28,189.330680335,CALCULATED_QUARTERLY_SHARES,SHP_1652197_16042026035037,2026-08-18 17:58:30
KHANDSE,2026-05-28,2026-05-28,27.564162314,CALCULATED_QUARTERLY_SHARES,SHP_1655451_20042026065535,2026-08-18 17:58:30
KICL,2026-05-28,2026-05-28,2234.2001554400003,CALCULATED_QUARTERLY_SHARES,SHP_1651343_15042026035435,2026-08-18 17:58:30
KILITCH,2026-05-28,2026-05-28,636.4091035820001,CALCULATED_QUARTERLY_SHARES,SHP_1652067_16042026022726,2026-08-18 17:58:30
KIMS,2026-05-28,2026-05-28,31389.3447159,CALCULATED_QUARTERLY_SHARES,SHP_1656428_21042026053342,2026-08-18 17:58:30
KINGFA,2026-05-28,2026-05-28,7508.2074669,CALCULATED_QUARTERLY_SHARES,SHP_1647953_09042026032743,2026-08-18 17:58:30
KIOCL,2026-05-28,2026-05-28,25289.43557025,CALCULATED_QUARTERLY_SHARES,SHP_1652074_16042026023440,2026-08-18 17:58:30
KIRIINDUS,2026-05-28,2026-05-28,2606.001542815,CALCULATED_QUARTERLY_SHARES,SHP_1649635_13042026011049,2026-08-18 17:58:30
KIRLOSBROS,2026-05-28,2026-05-28,13121.90387892,CALCULATED_QUARTERLY_SHARES,SHP_1651567_15042026055943,2026-08-18 17:58:30
KIRLOSENG,2026-05-28,2026-05-28,26603.558388,CALCULATED_QUARTERLY_SHARES,SHP_1656405_21042026052106,2026-08-18 17:58:30
KIRLOSIND,2026-05-28,2026-05-28,3360.04714396,CALCULATED_QUARTERLY_SHARES,SHP_1656349_21042026045136,2026-08-18 17:58:30
KIRLPNU,2026-05-28,2026-05-28,10678.61152918,CALCULATED_QUARTERLY_SHARES,SHP_1655629_20042026091630,2026-08-18 17:58:30
KISSHT,2026-05-28,2026-05-28,4414.059391378,CALCULATED_QUARTERLY_SHARES,SHP_1664963_08052026060547,2026-08-18 17:58:30
KITEX,2026-05-28,2026-05-28,3215.617769934,CALCULATED_QUARTERLY_SHARES,SHP_1653851_18042026094714,2026-08-18 17:58:30
KKCL,2026-05-28,2026-05-28,2703.07157661,CALCULATED_QUARTERLY_SHARES,SHP_1652894_17042026121919,2026-08-18 17:58:30
KMEW,2026-05-28,2026-05-28,5011.26142086,CALCULATED_QUARTERLY_SHARES,SHP_1652022_16042026013156,2026-08-18 17:58:30
KMSUGAR,2026-05-28,2026-05-28,251.723130048,CALCULATED_QUARTERLY_SHARES,SHP_1649258_11042026114554,2026-08-18 17:58:30
KNAGRI,2026-05-28,2026-05-28,473.881493685,CALCULATED_QUARTERLY_SHARES,SHP_1656145_21042026031728,2026-08-18 17:58:30
KNRCON,2026-05-28,2026-05-28,3703.269199773,CALCULATED_QUARTERLY_SHARES,SHP_1646288_06042026051438,2026-08-18 17:58:30
KOHINOOR,2026-05-28,2026-05-28,93.723168064,CALCULATED_QUARTERLY_SHARES,SHP_1650709_14042026045612,2026-08-18 17:58:30
KOKUYOCMLN,2026-05-28,2026-05-28,879.1409558550001,CALCULATED_QUARTERLY_SHARES,SHP_1652896_17042026121957,2026-08-18 17:58:30
KOLTEPATIL,2026-05-28,2026-05-28,3344.32914912,CALCULATED_QUARTERLY_SHARES,SHP_1650141_13042026064329,2026-08-18 17:58:30
KOPRAN,2026-05-28,2026-05-28,934.74487587,CALCULATED_QUARTERLY_SHARES,SHP_1646250_06042026041850,2026-08-18 17:58:30
KOTAKBANK,2026-05-28,2026-05-28,386626.83092384,CALCULATED_QUARTERLY_SHARES,SHP_1652717_16042026082240,2026-08-18 17:58:30
KOTARISUG,2026-05-28,2026-05-28,210.53570542,CALCULATED_QUARTERLY_SHARES,SHP_1652009_16042026011919,2026-08-18 17:58:30
KOTHARIPET,2026-05-28,2026-05-28,742.138232616,CALCULATED_QUARTERLY_SHARES,SHP_1652005_16042026010833,2026-08-18 17:58:30
KOTHARIPRO,2026-05-28,2026-05-28,441.39551094000007,CALCULATED_QUARTERLY_SHARES,SHP_1650819_14042026055826,2026-08-18 17:58:30
KPEL,2026-05-28,2026-05-28,2499.2196913,CALCULATED_QUARTERLY_SHARES,SHP_1655427_20042026064530,2026-08-18 17:58:30
KPIGREEN,2026-05-28,2026-05-28,8600.62046621,CALCULATED_QUARTERLY_SHARES,SHP_1654854_20042026030416,2026-08-18 17:58:30
KPIL,2026-05-28,2026-05-28,21766.01272056,CALCULATED_QUARTERLY_SHARES,SHP_1652683_16042026074959,2026-08-18 17:58:30
KPITTECH,2026-05-28,2026-05-28,21158.57006552,CALCULATED_QUARTERLY_SHARES,SHP_1649543_13042026120349,2026-08-18 17:58:30
KPRMILL,2026-05-28,2026-05-28,32048.618824764995,CALCULATED_QUARTERLY_SHARES,SHP_1649926_13042026045134,2026-08-18 17:58:30
KRBL,2026-05-28,2026-05-28,8245.561122425,CALCULATED_QUARTERLY_SHARES,SHP_1646963_07042026070204,2026-08-18 17:58:30
KREBSBIO,2026-05-28,2026-05-28,146.922861554,CALCULATED_QUARTERLY_SHARES,SHP_1649778_13042026034406,2026-08-18 17:58:30
KRIDHANINF,2026-05-28,2026-05-28,34.257643098,CALCULATED_QUARTERLY_SHARES,SHP_1672135_23052026100524,2026-08-18 17:58:30
KRISHANA,2026-05-28,2026-05-28,4210.80158184,CALCULATED_QUARTERLY_SHARES,SHP_1654447_19042026041502,2026-08-18 17:58:30
KRISHIVAL,2026-05-28,2026-05-28,1019.57767458,CALCULATED_QUARTERLY_SHARES,SHP_1649508_13042026112624,2026-08-18 17:58:30
KRISHNADEF,2026-05-28,2026-05-28,1704.3362735699998,CALCULATED_QUARTERLY_SHARES,SHP_1650603_14042026034845,2026-08-18 17:58:30
KRITIKA,2026-05-28,2026-05-28,164.01629120799998,CALCULATED_QUARTERLY_SHARES,SHP_1652182_16042026034438,2026-08-18 17:58:30
KRONOX,2026-05-28,2026-05-28,531.015502592,CALCULATED_QUARTERLY_SHARES,SHP_1652775_16042026111504,2026-08-18 17:58:30
KROSS,2026-05-28,2026-05-28,1232.683964379,CALCULATED_QUARTERLY_SHARES,SHP_1651314_15042026033658,2026-08-18 17:58:30
KRSNAA,2026-05-28,2026-05-28,1746.954449075,CALCULATED_QUARTERLY_SHARES,SHP_1646317_06042026054250,2026-08-18 17:58:30
KRYSTAL,2026-05-28,2026-05-28,814.60271022,CALCULATED_QUARTERLY_SHARES,SHP_1652254_16042026042357,2026-08-18 17:58:30
KSB,2026-05-28,2026-05-28,14158.9164528,CALCULATED_QUARTERLY_SHARES,SHP_1655154_20042026050814,2026-08-18 17:58:30
KSCL,2026-05-28,2026-05-28,4628.21172834,CALCULATED_QUARTERLY_SHARES,SHP_1651487_15042026051120,2026-08-18 17:58:30
KSL,2026-05-28,2026-05-28,3746.394776180001,CALCULATED_QUARTERLY_SHARES,SHP_1650693_14042026044329,2026-08-18 17:58:30
KSOLVES,2026-05-28,2026-05-28,666.103932,CALCULATED_QUARTERLY_SHARES,SHP_1656770_21042026075844,2026-08-18 17:58:30
KTKBANK,2026-05-28,2026-05-28,10280.86576297,CALCULATED_QUARTERLY_SHARES,SHP_1654265_18042026051335,2026-08-18 17:58:30
KUANTUM,2026-05-28,2026-05-28,673.8103497089999,CALCULATED_QUARTERLY_SHARES,SHP_1645946_04042026011405,2026-08-18 17:58:30
KWIL,2026-05-28,2026-05-28,6186.541284535,CALCULATED_QUARTERLY_SHARES,SHP_1655678_21042026091730,2026-08-18 17:58:30
LAGNAM,2026-05-28,2026-05-28,140.37713028500002,CALCULATED_QUARTERLY_SHARES,SHP_1654299_18042026054026,2026-08-18 17:58:30
LAL,2026-05-28,2026-05-28,119.19268311000002,CALCULATED_QUARTERLY_SHARES,SHP_1649638_13042026011201,2026-08-18 17:58:30
LALPATHLAB,2026-05-28,2026-05-28,27098.895456880004,CALCULATED_QUARTERLY_SHARES,SHP_1655316_20042026060944,2026-08-18 17:58:30
LAMBODHARA,2026-05-28,2026-05-28,107.418444441,CALCULATED_QUARTERLY_SHARES,SHP_1650106_13042026061928,2026-08-18 17:58:30
LANCORHOL,2026-05-28,2026-05-28,179.37764522999998,CALCULATED_QUARTERLY_SHARES,SHP_1652097_16042026024709,2026-08-18 17:58:30
LANDMARK,2026-05-28,2026-05-28,1509.3322972,CALCULATED_QUARTERLY_SHARES,SHP_1654986_20042026040801,2026-08-18 17:58:30
LANDSMILL,2026-05-28,2026-05-28,129.751936972,CALCULATED_QUARTERLY_SHARES,SHP_1654690_20042026125437,2026-08-18 17:58:30
LAOPALA,2026-05-28,2026-05-28,2023.5996520920005,CALCULATED_QUARTERLY_SHARES,SHP_1650437_14042026011318,2026-08-18 17:58:30
LASA,2026-05-28,2026-05-28,41.985362032000005,CALCULATED_QUARTERLY_SHARES,SHP_1665945_12052026041807,2026-08-18 17:58:30
LATENTVIEW,2026-05-28,2026-05-28,6557.39231013,CALCULATED_QUARTERLY_SHARES,SHP_1652938_17042026125708,2026-08-18 17:58:30
LAURUSLABS,2026-05-28,2026-05-28,74604.62262118001,CALCULATED_QUARTERLY_SHARES,SHP_1655519_20042026072131,2026-08-18 17:58:30
LAXMICOT,2026-05-28,2026-05-28,23.886571975,CALCULATED_QUARTERLY_SHARES,SHP_1650741_14042026051449,2026-08-18 17:58:30
LAXMIDENTL,2026-05-28,2026-05-28,1336.325022635,CALCULATED_QUARTERLY_SHARES,SHP_1654715_20042026010515,2026-08-18 17:58:30
LEMERITE,2026-05-28,2026-05-28,501.333344325,CALCULATED_QUARTERLY_SHARES,SHP_1654593_20042026115555,2026-08-18 17:58:30
LEMONTREE,2026-05-28,2026-05-28,9471.64881393,CALCULATED_QUARTERLY_SHARES,SHP_1653152_17042026035709,2026-08-18 17:58:30
LENSKART,2026-05-28,2026-05-28,90483.5178069,CALCULATED_QUARTERLY_SHARES,SHP_1665476_11052026034628,2026-08-18 17:58:30
LEXUS,2026-05-28,2026-05-28,38.859468627000005,CALCULATED_QUARTERLY_SHARES,SHP_1652352_16042026045830,2026-08-18 17:58:30
LFIC,2026-05-28,2026-05-28,45.408284295,CALCULATED_QUARTERLY_SHARES,SHP_1650479_14042026023441,2026-08-18 17:58:30
LGBBROSLTD,2026-05-28,2026-05-28,4929.38662574,CALCULATED_QUARTERLY_SHARES,SHP_1654583_20042026115014,2026-08-18 17:58:30
LGEINDIA,2026-05-28,2026-05-28,103601.03019096,CALCULATED_QUARTERLY_SHARES,SHP_1653294_17042026045409,2026-08-18 17:58:30
