symbol,as_of_date,available_date,market_cap_cr,source,filing_id,loaded_at
ORCHASP,2026-04-29,2026-04-29,70.31881328499999,CALCULATED_QUARTERLY_SHARES,SHP_1649295_11042026011304,2026-08-18 17:58:29
ORCHPHARMA,2026-04-29,2026-04-29,3108.1215413850005,CALCULATED_QUARTERLY_SHARES,SHP_1655372_20042026063250,2026-08-18 17:58:29
ORICONENT,2026-04-29,2026-04-29,1016.302154364,CALCULATED_QUARTERLY_SHARES,SHP_1649489_13042026103800,2026-08-18 17:58:29
ORIENTALTL,2026-04-29,2026-04-29,51.379498011,CALCULATED_QUARTERLY_SHARES,SHP_1650396_14042026123722,2026-08-18 17:58:29
ORIENTBELL,2026-04-29,2026-04-29,463.12432554,CALCULATED_QUARTERLY_SHARES,SHP_1646384_06042026064049,2026-08-18 17:58:29
ORIENTCEM,2026-04-29,2026-04-29,3036.3996164580003,CALCULATED_QUARTERLY_SHARES,SHP_1649107_10042026071617,2026-08-18 17:58:29
ORIENTCER,2026-04-29,2026-04-29,482.82791098,CALCULATED_QUARTERLY_SHARES,SHP_1648718_10042026034255,2026-08-18 17:58:29
ORIENTELEC,2026-04-29,2026-04-29,3971.45723448,CALCULATED_QUARTERLY_SHARES,SHP_1654522_20042026111308,2026-08-18 17:58:29
ORIENTLTD,2026-04-29,2026-04-29,63.118977456,CALCULATED_QUARTERLY_SHARES,SHP_1649356_11042026034132,2026-08-18 17:58:29
ORIENTPPR,2026-04-29,2026-04-29,394.417484461,CALCULATED_QUARTERLY_SHARES,SHP_1647247_08042026024628,2026-08-18 17:58:29
ORIENTTECH,2026-04-29,2026-04-29,1260.1463046800002,CALCULATED_QUARTERLY_SHARES,SHP_1655286_20042026055549,2026-08-18 17:58:29
ORISSAMINE,2026-04-29,2026-04-29,2605.151807,CALCULATED_QUARTERLY_SHARES,SHP_1656025_21042026021152,2026-08-18 17:58:29
ORKLAINDIA,2026-04-29,2026-04-29,8851.559031834999,CALCULATED_QUARTERLY_SHARES,SHP_1655283_20042026055516,2026-08-18 17:58:29
OSIAHYPER,2026-04-29,2026-04-29,115.540726225,CALCULATED_QUARTERLY_SHARES,SHP_1650375_14042026121453,2026-08-18 17:58:29
OSWALGREEN,2026-04-29,2026-04-29,719.3732897080001,CALCULATED_QUARTERLY_SHARES,SHP_1655015_20042026042110,2026-08-18 17:58:29
OSWALPUMPS,2026-04-29,2026-04-29,4651.599951460001,CALCULATED_QUARTERLY_SHARES,SHP_1653132_17042026034637,2026-08-18 17:58:29
OSWALSEEDS,2026-04-29,2026-04-29,113.506544775,CALCULATED_QUARTERLY_SHARES,SHP_1650397_14042026123740,2026-08-18 17:58:29
PACEDIGITK,2026-04-29,2026-04-29,3794.38214776,CALCULATED_QUARTERLY_SHARES,SHP_1653427_17042026054734,2026-08-18 17:58:29
PAGEIND,2026-04-29,2026-04-29,41093.420094,CALCULATED_QUARTERLY_SHARES,SHP_1651571_15042026060023,2026-08-18 17:58:29
PAISALO,2026-04-29,2026-04-29,4331.834988184,CALCULATED_QUARTERLY_SHARES,SHP_1649397_11042026045555,2026-08-18 17:58:29
PAKKA,2026-04-29,2026-04-29,432.611304125,CALCULATED_QUARTERLY_SHARES,SHP_1656312_21042026043100,2026-08-18 17:58:29
PALASHSECU,2026-04-29,2026-04-29,96.910691584,CALCULATED_QUARTERLY_SHARES,SHP_1655982_21042026014238,2026-08-18 17:58:29
PALREDTEC,2026-04-29,2026-04-29,47.98416273099999,CALCULATED_QUARTERLY_SHARES,SHP_1692837_15072026114426,2026-08-18 17:58:29
PANACEABIO,2026-04-29,2026-04-29,2270.85346365,CALCULATED_QUARTERLY_SHARES,SHP_1656398_21042026051602,2026-08-18 17:58:29
PANAMAPET,2026-04-29,2026-04-29,1688.875288848,CALCULATED_QUARTERLY_SHARES,SHP_1649532_13042026114910,2026-08-18 17:58:29
PAR,2026-04-29,2026-04-29,112.500253789,CALCULATED_QUARTERLY_SHARES,SHP_1653873_18042026110035,2026-08-18 17:58:29
PARACABLES,2026-04-29,2026-04-29,1202.0002805140002,CALCULATED_QUARTERLY_SHARES,SHP_1656444_21042026054201,2026-08-18 17:58:29
PARADEEP,2026-04-29,2026-04-29,13608.961358783,CALCULATED_QUARTERLY_SHARES,SHP_1653387_17042026053720,2026-08-18 17:58:29
PARAGMILK,2026-04-29,2026-04-29,2831.10019588,CALCULATED_QUARTERLY_SHARES,SHP_1653726_17042026080555,2026-08-18 17:58:29
PARAS,2026-04-29,2026-04-29,6537.45905085,CALCULATED_QUARTERLY_SHARES,SHP_1651904_16042026114340,2026-08-18 17:58:29
PARKHOSPS,2026-04-29,2026-04-29,10156.586483295,CALCULATED_QUARTERLY_SHARES,SHP_1649583_13042026123927,2026-08-18 17:58:29
PARKHOTELS,2026-04-29,2026-04-29,2637.016076002,CALCULATED_QUARTERLY_SHARES,SHP_1655956_21042026012210,2026-08-18 17:58:29
PASHUPATI,2026-04-29,2026-04-29,139.06155952999998,CALCULATED_QUARTERLY_SHARES,SHP_1651849_16042026110505,2026-08-18 17:58:29
PASUPTAC,2026-04-29,2026-04-29,444.53305617699993,CALCULATED_QUARTERLY_SHARES,SHP_1649269_11042026120205,2026-08-18 17:58:29
PATANJALI,2026-04-29,2026-04-29,50735.12688688,CALCULATED_QUARTERLY_SHARES,SHP_1653907_18042026114456,2026-08-18 17:58:29
PATELENG,2026-04-29,2026-04-29,2847.4603976,CALCULATED_QUARTERLY_SHARES,SHP_1655450_20042026065429,2026-08-18 17:58:29
PATELRMART,2026-04-29,2026-04-29,702.451257374,CALCULATED_QUARTERLY_SHARES,SHP_1648881_10042026052345,2026-08-18 17:58:29
PATINTLOG,2026-04-29,2026-04-29,80.24325752899999,CALCULATED_QUARTERLY_SHARES,SHP_1651486_15042026051107,2026-08-18 17:58:29
PAUSHAKLTD,2026-04-29,2026-04-29,1147.161016325,CALCULATED_QUARTERLY_SHARES,SHP_1655202_20042026052358,2026-08-18 17:58:29
PAYTM,2026-04-29,2026-04-29,70673.84409602001,CALCULATED_QUARTERLY_SHARES,SHP_1650570_14042026032846,2026-08-18 17:58:29
PCBL,2026-04-29,2026-04-29,11754.236972292,CALCULATED_QUARTERLY_SHARES,SHP_1655387_20042026063748,2026-08-18 17:58:29
PCJEWELLER,2026-04-29,2026-04-29,9226.07212745,CALCULATED_QUARTERLY_SHARES,SHP_1654940_20042026035025,2026-08-18 17:58:29
PDMJEPAPER,2026-04-29,2026-04-29,805.975637896,CALCULATED_QUARTERLY_SHARES,SHP_1650283_14042026100919,2026-08-18 17:58:29
PDSL,2026-04-29,2026-04-29,3924.148894975,CALCULATED_QUARTERLY_SHARES,SHP_1647572_08042026064122,2026-08-18 17:58:29
PENIND,2026-04-29,2026-04-29,2277.998813502,CALCULATED_QUARTERLY_SHARES,SHP_1646611_07042026021847,2026-08-18 17:58:29
PERSISTENT,2026-04-29,2026-04-29,75823.32303495999,CALCULATED_QUARTERLY_SHARES,SHP_1652714_16042026081425,2026-08-18 17:58:29
PETRONET,2026-04-29,2026-04-29,42018.0,CALCULATED_QUARTERLY_SHARES,SHP_1653088_17042026032025,2026-08-18 17:58:29
PFC,2026-04-29,2026-04-29,153383.6630755,CALCULATED_QUARTERLY_SHARES,SHP_1656255_21042026040445,2026-08-18 17:58:29
PFIZER,2026-04-29,2026-04-29,21790.458272,CALCULATED_QUARTERLY_SHARES,SHP_1651469_15042026050650,2026-08-18 17:58:29
PFOCUS,2026-04-29,2026-04-29,24387.492660580003,CALCULATED_QUARTERLY_SHARES,SHP_1652657_16042026071800,2026-08-18 17:58:29
PFS,2026-04-29,2026-04-29,2049.03139529,CALCULATED_QUARTERLY_SHARES,SHP_1648190_09042026053634,2026-08-18 17:58:29
PGEL,2026-04-29,2026-04-29,15715.53768535,CALCULATED_QUARTERLY_SHARES,SHP_1649293_11042026010928,2026-08-18 17:58:29
PGHH,2026-04-29,2026-04-29,33662.68551905,CALCULATED_QUARTERLY_SHARES,SHP_1655385_20042026063725,2026-08-18 17:58:29
PGHL,2026-04-29,2026-04-29,8523.060676,CALCULATED_QUARTERLY_SHARES,SHP_1654605_20042026120558,2026-08-18 17:58:29
PGIL,2026-04-29,2026-04-29,7074.6642351,CALCULATED_QUARTERLY_SHARES,SHP_1650759_14042026052742,2026-08-18 17:58:29
PHOENIXLTD,2026-04-29,2026-04-29,64022.25481481999,CALCULATED_QUARTERLY_SHARES,SHP_1651365_15042026040508,2026-08-18 17:58:29
PICCADIL,2026-04-29,2026-04-29,6024.61526912,CALCULATED_QUARTERLY_SHARES,SHP_1659159_27042026121946,2026-08-18 17:58:29
PIDILITIND,2026-04-29,2026-04-29,141366.5289732,CALCULATED_QUARTERLY_SHARES,SHP_1653375_17042026053100,2026-08-18 17:58:29
PIGL,2026-04-29,2026-04-29,239.145831232,CALCULATED_QUARTERLY_SHARES,SHP_1661147_29042026043542,2026-08-18 17:58:29
PIIND,2026-04-29,2026-04-29,46893.29082598,CALCULATED_QUARTERLY_SHARES,SHP_1655439_20042026064902,2026-08-18 17:58:29
PILANIINVS,2026-04-29,2026-04-29,5283.0768969,CALCULATED_QUARTERLY_SHARES,SHP_1649754_13042026031953,2026-08-18 17:58:29
PILITA,2026-04-29,2026-04-29,192.237675294,CALCULATED_QUARTERLY_SHARES,SHP_1648508_10042026122104,2026-08-18 17:58:29
PINELABS,2026-04-29,2026-04-29,22624.489456031,CALCULATED_QUARTERLY_SHARES,SHP_1651550_15042026054717,2026-08-18 17:58:29
PIONEEREMB,2026-04-29,2026-04-29,87.873379836,CALCULATED_QUARTERLY_SHARES,SHP_1650710_14042026045616,2026-08-18 17:58:29
PIXTRANS,2026-04-29,2026-04-29,2123.3364634,CALCULATED_QUARTERLY_SHARES,SHP_1648845_10042026050755,2026-08-18 17:58:29
PKTEA,2026-04-29,2026-04-29,250.4621932,CALCULATED_QUARTERLY_SHARES,SHP_1654897_20042026033220,2026-08-18 17:58:29
PLASTIBLEN,2026-04-29,2026-04-29,446.987267492,CALCULATED_QUARTERLY_SHARES,SHP_1645794_03042026043636,2026-08-18 17:58:29
PLATIND,2026-04-29,2026-04-29,1304.442727533,CALCULATED_QUARTERLY_SHARES,SHP_1652840_17042026112347,2026-08-18 17:58:29
PLAZACABLE,2026-04-29,2026-04-29,179.426357355,CALCULATED_QUARTERLY_SHARES,SHP_1648705_10042026033413,2026-08-18 17:58:29
PNB,2026-04-29,2026-04-29,127776.497385972,CALCULATED_QUARTERLY_SHARES,SHP_1653671_17042026072129,2026-08-18 17:58:29
PNBGILTS,2026-04-29,2026-04-29,1279.5103692,CALCULATED_QUARTERLY_SHARES,SHP_1652498_16042026060044,2026-08-18 17:58:29
PNCINFRA,2026-04-29,2026-04-29,5546.100556464,CALCULATED_QUARTERLY_SHARES,SHP_1652107_16042026025605,2026-08-18 17:58:29
PNGJL,2026-04-29,2026-04-29,9074.51754611,CALCULATED_QUARTERLY_SHARES,SHP_1647956_09042026032836,2026-08-18 17:58:29
PNGSREVA,2026-04-29,2026-04-29,1321.93572968,CALCULATED_QUARTERLY_SHARES,SHP_1654670_20042026124723,2026-08-18 17:58:29
POCL,2026-04-29,2026-04-29,4021.6756096,CALCULATED_QUARTERLY_SHARES,SHP_1654963_20042026035444,2026-08-18 17:58:29
PODDARMENT,2026-04-29,2026-04-29,268.543027896,CALCULATED_QUARTERLY_SHARES,SHP_1654514_20042026110529,2026-08-18 17:58:29
POKARNA,2026-04-29,2026-04-29,2732.46395212,CALCULATED_QUARTERLY_SHARES,SHP_1651243_15042026031106,2026-08-18 17:58:29
POLICYBZR,2026-04-29,2026-04-29,77930.53394495,CALCULATED_QUARTERLY_SHARES,SHP_1656670_21042026070814,2026-08-18 17:58:29
POLYCAB,2026-04-29,2026-04-29,122668.50252395,CALCULATED_QUARTERLY_SHARES,SHP_1654385_18042026071959,2026-08-18 17:58:29
POLYPLEX,2026-04-29,2026-04-29,2997.4610141450003,CALCULATED_QUARTERLY_SHARES,SHP_1653908_18042026114647,2026-08-18 17:58:29
PONNIERODE,2026-04-29,2026-04-29,259.56869902999995,CALCULATED_QUARTERLY_SHARES,SHP_1653161_17042026040210,2026-08-18 17:58:29
POONAWALLA,2026-04-29,2026-04-29,37082.890629125,CALCULATED_QUARTERLY_SHARES,SHP_1651163_15042026013811,2026-08-18 17:58:29
POWERGRID,2026-04-29,2026-04-29,297941.99046474,CALCULATED_QUARTERLY_SHARES,SHP_1652082_16042026023752,2026-08-18 17:58:29
POWERICA,2026-04-29,2026-04-29,6234.08757612,CALCULATED_QUARTERLY_SHARES,SHP_1645394_02042026044506,2026-08-18 17:58:29
POWERINDIA,2026-04-29,2026-04-29,146584.071952,CALCULATED_QUARTERLY_SHARES,SHP_1652762_16042026100320,2026-08-18 17:58:29
POWERMECH,2026-04-29,2026-04-29,7775.11260985,CALCULATED_QUARTERLY_SHARES,SHP_1645969_04042026035027,2026-08-18 17:58:29
PPAP,2026-04-29,2026-04-29,296.46977924000004,CALCULATED_QUARTERLY_SHARES,SHP_1655834_21042026120322,2026-08-18 17:58:29
PPL,2026-04-29,2026-04-29,512.4182113,CALCULATED_QUARTERLY_SHARES,SHP_1655096_20042026045253,2026-08-18 17:58:29
PPLPHARMA,2026-04-29,2026-04-29,21285.55542973,CALCULATED_QUARTERLY_SHARES,SHP_1654598_20042026115851,2026-08-18 17:58:29
PRABHA,2026-04-29,2026-04-29,2202.630999435,CALCULATED_QUARTERLY_SHARES,SHP_1656279_21042026041335,2026-08-18 17:58:29
PRAENG,2026-04-29,2026-04-29,154.077747301,CALCULATED_QUARTERLY_SHARES,SHP_1656026_21042026021506,2026-08-18 17:58:29
PRAJIND,2026-04-29,2026-04-29,7363.363293015,CALCULATED_QUARTERLY_SHARES,SHP_1650291_14042026103706,2026-08-18 17:58:29
PRAKASH,2026-04-29,2026-04-29,2590.978963964,CALCULATED_QUARTERLY_SHARES,SHP_1653909_18042026114737,2026-08-18 17:58:29
PRAKASHSTL,2026-04-29,2026-04-29,81.896844276,CALCULATED_QUARTERLY_SHARES,SHP_1650511_14042026025617,2026-08-18 17:58:29
PRAXIS,2026-04-29,2026-04-29,146.946991163,CALCULATED_QUARTERLY_SHARES,SHP_1653422_17042026054523,2026-08-18 17:58:29
PRECAM,2026-04-29,2026-04-29,1515.312024919,CALCULATED_QUARTERLY_SHARES,SHP_1647317_08042026034354,2026-08-18 17:58:29
PREMEXPLN,2026-04-29,2026-04-29,2998.83200345,CALCULATED_QUARTERLY_SHARES,SHP_1656426_21042026053148,2026-08-18 17:58:29
PREMIERENE,2026-04-29,2026-04-29,47069.89205912,CALCULATED_QUARTERLY_SHARES,SHP_1654001_18042026013453,2026-08-18 17:58:29
PRESTIGE,2026-04-29,2026-04-29,61756.85101383,CALCULATED_QUARTERLY_SHARES,SHP_1652201_16042026035421,2026-08-18 17:58:29
PRICOLLTD,2026-04-29,2026-04-29,7259.603564564999,CALCULATED_QUARTERLY_SHARES,SHP_1650008_13042026053346,2026-08-18 17:58:29
PRIMESECU,2026-04-29,2026-04-29,970.396803125,CALCULATED_QUARTERLY_SHARES,SHP_1654600_20042026115954,2026-08-18 17:58:29
PRIMO,2026-04-29,2026-04-29,552.704814877,CALCULATED_QUARTERLY_SHARES,SHP_1654178_18042026041327,2026-08-18 17:58:29
PRINCEPIPE,2026-04-29,2026-04-29,2915.751487719,CALCULATED_QUARTERLY_SHARES,SHP_1654887_20042026032649,2026-08-18 17:58:29
PRITIKAUTO,2026-04-29,2026-04-29,227.613547529,CALCULATED_QUARTERLY_SHARES,SHP_1647280_08042026031627,2026-08-18 17:58:29
PRIVISCL,2026-04-29,2026-04-29,12959.42907688,CALCULATED_QUARTERLY_SHARES,SHP_1648483_10042026115340,2026-08-18 17:58:29
PROSTARM,2026-04-29,2026-04-29,922.669224145,CALCULATED_QUARTERLY_SHARES,SHP_1647499_08042026055029,2026-08-18 17:58:29
PROTEAN,2026-04-29,2026-04-29,2164.8717623,CALCULATED_QUARTERLY_SHARES,SHP_1655858_21042026121249,2026-08-18 17:58:29
PROZONER,2026-04-29,2026-04-29,947.68807896,CALCULATED_QUARTERLY_SHARES,SHP_1647184_08042026010908,2026-08-18 17:58:29
PRSMJOHNSN,2026-04-29,2026-04-29,6657.713825952,CALCULATED_QUARTERLY_SHARES,SHP_1655239_20042026053828,2026-08-18 17:58:29
PRUDENT,2026-04-29,2026-04-29,11843.63551288,CALCULATED_QUARTERLY_SHARES,SHP_1649932_13042026045751,2026-08-18 17:58:29
PRUDMOULI,2026-04-29,2026-04-29,53.085371502,CALCULATED_QUARTERLY_SHARES,SHP_1656425_21042026053111,2026-08-18 17:58:29
PSB,2026-04-29,2026-04-29,17759.834720655002,CALCULATED_QUARTERLY_SHARES,SHP_1651958_16042026123554,2026-08-18 17:58:29
PSPPROJECT,2026-04-29,2026-04-29,3066.119966,CALCULATED_QUARTERLY_SHARES,SHP_1645938_04042026121826,2026-08-18 17:58:29
PTC,2026-04-29,2026-04-29,6035.807635804,CALCULATED_QUARTERLY_SHARES,SHP_1648053_09042026042923,2026-08-18 17:58:29
PTCIL,2026-04-29,2026-04-29,23855.8527792,CALCULATED_QUARTERLY_SHARES,SHP_1652219_16042026040842,2026-08-18 17:58:29
PTL,2026-04-29,2026-04-29,530.464346898,CALCULATED_QUARTERLY_SHARES,SHP_1656363_21042026045705,2026-08-18 17:58:29
PUNJABCHEM,2026-04-29,2026-04-29,1387.56608393,CALCULATED_QUARTERLY_SHARES,SHP_1647441_08042026051018,2026-08-18 17:58:29
PURVA,2026-04-29,2026-04-29,5146.385314185,CALCULATED_QUARTERLY_SHARES,SHP_1651990_16042026125753,2026-08-18 17:58:29
PVRINOX,2026-04-29,2026-04-29,10728.684656095,CALCULATED_QUARTERLY_SHARES,SHP_1651406_15042026042929,2026-08-18 17:58:29
PVSL,2026-04-29,2026-04-29,737.283272412,CALCULATED_QUARTERLY_SHARES,SHP_1654022_18042026021707,2026-08-18 17:58:29
PWL,2026-04-29,2026-04-29,31639.330816128004,CALCULATED_QUARTERLY_SHARES,SHP_1654043_18042026024419,2026-08-18 17:58:29
PYRAMID,2026-04-29,2026-04-29,624.833262662,CALCULATED_QUARTERLY_SHARES,SHP_1654950_20042026035113,2026-08-18 17:58:29
QPOWER,2026-04-29,2026-04-29,10783.802707695,CALCULATED_QUARTERLY_SHARES,SHP_1649415_11042026054632,2026-08-18 17:58:29
QUADFUTURE,2026-04-29,2026-04-29,1258.40003146,CALCULATED_QUARTERLY_SHARES,SHP_1655054_20042026043415,2026-08-18 17:58:29
QUICKHEAL,2026-04-29,2026-04-29,898.704217416,CALCULATED_QUARTERLY_SHARES,SHP_1654889_20042026032728,2026-08-18 17:58:29
RACLGEAR,2026-04-29,2026-04-29,1482.66069147,CALCULATED_QUARTERLY_SHARES,SHP_1656099_21042026025226,2026-08-18 17:58:29
RADAAN,2026-04-29,2026-04-29,17.710776491999997,CALCULATED_QUARTERLY_SHARES,SHP_1649306_11042026015833,2026-08-18 17:58:29
RADHIKAJWE,2026-04-29,2026-04-29,755.269173172,CALCULATED_QUARTERLY_SHARES,SHP_1655211_20042026052619,2026-08-18 17:58:29
RADIANTCMS,2026-04-29,2026-04-29,457.545684288,CALCULATED_QUARTERLY_SHARES,SHP_1653415_17042026054348,2026-08-18 17:58:29
RADICO,2026-04-29,2026-04-29,46311.051167,CALCULATED_QUARTERLY_SHARES,SHP_1656967_22042026104844,2026-08-18 17:58:29
RAILTEL,2026-04-29,2026-04-29,10483.737618816,CALCULATED_QUARTERLY_SHARES,SHP_1653563_17042026065321,2026-08-18 17:58:29
RAIN,2026-04-29,2026-04-29,4430.135506516,CALCULATED_QUARTERLY_SHARES,SHP_1647727_09042026110658,2026-08-18 17:58:29
RAINBOW,2026-04-29,2026-04-29,12839.05515228,CALCULATED_QUARTERLY_SHARES,SHP_1652020_16042026013012,2026-08-18 17:58:29
RAJOOENG,2026-04-29,2026-04-29,1065.907294138,CALCULATED_QUARTERLY_SHARES,SHP_1650285_14042026101527,2026-08-18 17:58:29
RAJRATAN,2026-04-29,2026-04-29,2226.2097063,CALCULATED_QUARTERLY_SHARES,SHP_1656050_21042026022705,2026-08-18 17:58:29
RAJSREESUG,2026-04-29,2026-04-29,111.726657684,CALCULATED_QUARTERLY_SHARES,SHP_1654762_20042026020116,2026-08-18 17:58:29
RAJTV,2026-04-29,2026-04-29,122.716946808,CALCULATED_QUARTERLY_SHARES,SHP_1649006_10042026061100,2026-08-18 17:58:29
RALLIS,2026-04-29,2026-04-29,5109.431192073001,CALCULATED_QUARTERLY_SHARES,SHP_1656002_21042026020049,2026-08-18 17:58:29
RAMANEWS,2026-04-29,2026-04-29,473.853980952,CALCULATED_QUARTERLY_SHARES,SHP_1655776_21042026111909,2026-08-18 17:58:29
RAMAPHO,2026-04-29,2026-04-29,491.7240783360001,CALCULATED_QUARTERLY_SHARES,SHP_1648212_09042026054508,2026-08-18 17:58:29
RAMASTEEL,2026-04-29,2026-04-29,953.927887352,CALCULATED_QUARTERLY_SHARES,SHP_1654587_20042026115349,2026-08-18 17:58:29
RAMCOCEM,2026-04-29,2026-04-29,22309.4091183,CALCULATED_QUARTERLY_SHARES,SHP_1648444_10042026110631,2026-08-18 17:58:29
RAMCOIND,2026-04-29,2026-04-29,2319.266479887,CALCULATED_QUARTERLY_SHARES,SHP_1649279_11042026123537,2026-08-18 17:58:29
RAMCOSYS,2026-04-29,2026-04-29,1554.36605019,CALCULATED_QUARTERLY_SHARES,SHP_1652643_16042026070614,2026-08-18 17:58:29
RAMKY,2026-04-29,2026-04-29,3502.965639375,CALCULATED_QUARTERLY_SHARES,SHP_1648582_10042026014230,2026-08-18 17:58:29
RAMRAT,2026-04-29,2026-04-29,4008.76518483,CALCULATED_QUARTERLY_SHARES,SHP_1656656_21042026070157,2026-08-18 17:58:29
RANASUG,2026-04-29,2026-04-29,210.53133582,CALCULATED_QUARTERLY_SHARES,SHP_1655080_20042026044735,2026-08-18 17:58:29
RANEHOLDIN,2026-04-29,2026-04-29,1587.84526311,CALCULATED_QUARTERLY_SHARES,SHP_1649408_11042026052216,2026-08-18 17:58:29
RATEGAIN,2026-04-29,2026-04-29,6866.404977799999,CALCULATED_QUARTERLY_SHARES,SHP_1656096_21042026025040,2026-08-18 17:58:29
RATNAMANI,2026-04-29,2026-04-29,18674.50369092,CALCULATED_QUARTERLY_SHARES,SHP_1649057_10042026063851,2026-08-18 17:58:29
RATNAVEER,2026-04-29,2026-04-29,1147.317193125,CALCULATED_QUARTERLY_SHARES,SHP_1654567_20042026113918,2026-08-18 17:58:29
RAYMOND,2026-04-29,2026-04-29,3092.3039588,CALCULATED_QUARTERLY_SHARES,SHP_1648006_09042026040150,2026-08-18 17:58:29
RAYMONDLSL,2026-04-29,2026-04-29,4909.22031013,CALCULATED_QUARTERLY_SHARES,SHP_1653575_17042026070108,2026-08-18 17:58:29
RAYMONDREL,2026-04-29,2026-04-29,2893.9653029700003,CALCULATED_QUARTERLY_SHARES,SHP_1650381_14042026122139,2026-08-18 17:58:29
RBA,2026-04-29,2026-04-29,3840.058137069,CALCULATED_QUARTERLY_SHARES,SHP_1651324_15042026034508,2026-08-18 17:58:29
RBLBANK,2026-04-29,2026-04-29,21089.96110448,CALCULATED_QUARTERLY_SHARES,SHP_1653579_17042026071036,2026-08-18 17:58:29
RBZJEWEL,2026-04-29,2026-04-29,547.1586321,CALCULATED_QUARTERLY_SHARES,SHP_1651346_15042026035450,2026-08-18 17:58:29
RCF,2026-04-29,2026-04-29,7221.656709960001,CALCULATED_QUARTERLY_SHARES,SHP_1649266_11042026115725,2026-08-18 17:58:29
RECLTD,2026-04-29,2026-04-29,95739.69140351,CALCULATED_QUARTERLY_SHARES,SHP_1652160_16042026032934,2026-08-18 17:58:29
REDINGTON,2026-04-29,2026-04-29,16752.644281899,CALCULATED_QUARTERLY_SHARES,SHP_1653271_17042026044249,2026-08-18 17:58:29
REDTAPE,2026-04-29,2026-04-29,7196.637186540001,CALCULATED_QUARTERLY_SHARES,SHP_1647704_09042026101743,2026-08-18 17:58:29
REFEX,2026-04-29,2026-04-29,3658.97526141,CALCULATED_QUARTERLY_SHARES,SHP_1655196_20042026052107,2026-08-18 17:58:29
REGAAL,2026-04-29,2026-04-29,868.956349481,CALCULATED_QUARTERLY_SHARES,SHP_1650386_14042026122931,2026-08-18 17:58:29
REGENCERAM,2026-04-29,2026-04-29,118.586615745,CALCULATED_QUARTERLY_SHARES,SHP_1646891_07042026061135,2026-08-18 17:58:29
RELAXO,2026-04-29,2026-04-29,7571.36641954,CALCULATED_QUARTERLY_SHARES,SHP_1653526_17042026063729,2026-08-18 17:58:29
RELCHEMQ,2026-04-29,2026-04-29,86.715555685,CALCULATED_QUARTERLY_SHARES,SHP_1655094_20042026045244,2026-08-18 17:58:29
RELIANCE,2026-04-29,2026-04-29,1894498.02704768,CALCULATED_QUARTERLY_SHARES,SHP_1655961_21042026012504,2026-08-18 17:58:29
RELIGARE,2026-04-29,2026-04-29,7507.057929961,CALCULATED_QUARTERLY_SHARES,SHP_1656309_21042026042833,2026-08-18 17:58:29
RELTD,2026-04-29,2026-04-29,2715.778177644,CALCULATED_QUARTERLY_SHARES,SHP_1653538_17042026064423,2026-08-18 17:58:29
REMSONSIND,2026-04-29,2026-04-29,374.5076122260001,CALCULATED_QUARTERLY_SHARES,SHP_1655213_20042026052707,2026-08-18 17:58:29
RENUKA,2026-04-29,2026-04-29,6025.731084035,CALCULATED_QUARTERLY_SHARES,SHP_1650987_15042026104549,2026-08-18 17:58:29
REPCOHOME,2026-04-29,2026-04-29,2565.502304985,CALCULATED_QUARTERLY_SHARES,SHP_1646182_06042026031226,2026-08-18 17:58:29
REPRO,2026-04-29,2026-04-29,524.541488945,CALCULATED_QUARTERLY_SHARES,SHP_1652199_16042026035306,2026-08-18 17:58:29
RESPONIND,2026-04-29,2026-04-29,4210.592395832,CALCULATED_QUARTERLY_SHARES,SHP_1654183_18042026042914,2026-08-18 17:58:29
RETAIL,2026-04-29,2026-04-29,16.713273339,CALCULATED_QUARTERLY_SHARES,SHP_1652267_16042026043141,2026-08-18 17:58:29
RHETAN,2026-04-29,2026-04-29,2366.62910352,CALCULATED_QUARTERLY_SHARES,SHP_1648466_10042026114328,2026-08-18 17:58:29
RHIM,2026-04-29,2026-04-29,8388.6078195,CALCULATED_QUARTERLY_SHARES,SHP_1652408_16042026052404,2026-08-18 17:58:29
RHL,2026-04-29,2026-04-29,311.92518146,CALCULATED_QUARTERLY_SHARES,SHP_1652873_17042026120142,2026-08-18 17:58:29
RICOAUTO,2026-04-29,2026-04-29,1559.152425588,CALCULATED_QUARTERLY_SHARES,SHP_1647893_09042026023500,2026-08-18 17:58:29
RIIL,2026-04-29,2026-04-29,1205.532051325,CALCULATED_QUARTERLY_SHARES,SHP_1656105_21042026025433,2026-08-18 17:58:29
RISHABH,2026-04-29,2026-04-29,1864.576303875,CALCULATED_QUARTERLY_SHARES,SHP_1646568_07042026124243,2026-08-18 17:58:29
RITES,2026-04-29,2026-04-29,10539.09324992,CALCULATED_QUARTERLY_SHARES,SHP_1652431_16042026053225,2026-08-18 17:58:29
RKDL,2026-04-29,2026-04-29,52.982512224,CALCULATED_QUARTERLY_SHARES,SHP_1650436_14042026011202,2026-08-18 17:58:29
RKEC,2026-04-29,2026-04-29,93.113544222,CALCULATED_QUARTERLY_SHARES,SHP_1657454_22042026104102,2026-08-18 17:58:29
RKFORGE,2026-04-29,2026-04-29,10878.20163451,CALCULATED_QUARTERLY_SHARES,SHP_1655161_20042026050935,2026-08-18 17:58:29
RKSWAMY,2026-04-29,2026-04-29,430.246359848,CALCULATED_QUARTERLY_SHARES,SHP_1652566_16042026062405,2026-08-18 17:58:29
