symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2026-04-15,160.39,164.0,170.0,161.7,167.5,168.64,166.56,126635,210.92,2708,70419,55.61
21STCENMGM,2026-04-15,30.55,31.0,31.16,30.54,31.16,31.16,31.09,10822,3.36,56,10820,99.98
360ONE,2026-04-15,1009.5,1026.95,1065.8,1020.25,1058.8,1056.0,1051.25,1795093,18870.85,39175,1050800,58.54
3IINFOLTD,2026-04-15,16.06,16.49,16.98,16.29,16.98,16.9,16.74,1161427,194.47,2512,782651,67.39
3MINDIA,2026-04-15,31255.0,32000.0,32000.0,31390.0,31500.0,31440.0,31552.39,2554,805.85,1238,1412,55.29
3PLAND,2026-04-15,35.59,35.2,36.4,35.0,36.3,36.29,35.89,3422,1.23,119,3090,90.3
5PAISA,2026-04-15,300.85,301.86,318.89,301.86,314.9,314.57,312.01,84311,263.06,1763,43023,51.03
63MOONS,2026-04-15,568.7,581.0,618.1,581.0,614.0,615.15,602.13,364193,2192.92,12157,126602,34.76
AAATECH,2026-04-15,98.13,100.0,100.0,98.0,99.39,99.09,99.44,18256,18.15,371,13492,73.9
AADHARHFC,2026-04-15,469.6,476.55,483.7,467.9,481.0,480.65,478.59,638640,3056.48,17315,381809,59.78
AAREYDRUGS,2026-04-15,71.46,73.99,75.03,71.59,75.03,75.02,74.58,179852,134.14,705,127820,71.07
AARNAV,2026-04-15,23.34,23.06,25.0,23.06,24.48,24.4,24.28,66576,16.16,290,57033,85.67
AARON,2026-04-15,140.58,143.0,143.0,138.0,140.9,140.23,139.51,23203,32.37,636,13440,57.92
AARTECH,2026-04-15,43.96,44.89,52.75,43.43,52.75,52.72,50.58,854185,432.06,2638,406046,47.54
AARTIDRUGS,2026-04-15,352.9,359.3,367.5,356.5,364.75,365.3,362.41,132552,480.38,5534,73535,55.48
AARTIIND,2026-04-15,424.3,433.0,433.8,420.9,430.5,431.7,424.78,3859281,16393.27,59102,2462712,63.81
AARTIPHARM,2026-04-15,691.7,696.95,711.0,696.95,705.0,702.65,704.7,161784,1140.09,14246,75399,46.6
AARTISURF,2026-04-15,395.65,401.65,412.6,399.05,412.6,407.8,404.61,6956,28.14,529,3981,57.23
AARVI,2026-04-15,125.84,127.89,132.7,126.3,126.3,127.32,128.8,27137,34.95,467,11729,43.22
AAVAS,2026-04-15,1283.6,1321.0,1321.0,1265.0,1290.1,1293.0,1288.32,174212,2244.41,17114,86067,49.4
ABB,2026-04-15,6828.5,6890.0,6993.0,6844.0,6851.5,6873.0,6922.77,499662,34590.44,37191,253345,50.7
ABBOTINDIA,2026-04-15,25725.0,25895.0,26095.0,25755.0,25900.0,25975.0,25915.06,15735,4077.74,8235,8418,53.5
ABCAPITAL,2026-04-15,337.45,342.95,350.75,342.2,343.55,343.7,345.81,4564550,15784.54,42386,2289000,50.15
ABCOTS,2026-04-15,403.75,405.2,443.95,400.55,400.55,405.5,411.87,35769,147.32,1734,5849,16.35
ABDL,2026-04-15,499.9,509.0,520.9,506.0,517.5,517.15,513.57,541596,2781.5,15282,212208,39.18
ABFRL,2026-04-15,61.96,64.0,65.19,63.19,63.77,63.82,64.3,7173127,4612.02,41206,3245187,45.24
ABGSEC,2026-04-15,110.73,110.89,112.55,110.89,112.15,112.15,111.47,1260,1.4,16,891,70.71
ABINFRA,2026-04-15,16.07,16.1,16.54,16.07,16.26,16.33,16.36,285117,46.66,1056,172394,60.46
ABLBL,2026-04-15,103.0,104.97,108.45,104.25,107.08,107.21,106.86,855101,913.76,14080,428927,50.16
ABREL,2026-04-15,1363.7,1400.0,1429.9,1390.5,1413.0,1410.3,1413.83,280774,3969.68,18851,96214,34.27
ABSL10BANK,2026-04-15,166.97,168.36,169.3,168.0,168.48,169.04,168.31,674,1.13,18,506,75.07
ABSLAMC,2026-04-15,1010.2,1027.0,1055.0,1014.8,1048.0,1047.75,1043.35,573318,5981.71,33497,292410,51.0
ABSLBANETF,2026-04-15,56.79,57.84,57.99,57.27,57.56,57.39,57.49,1216791,699.58,2481,838892,68.94
ABSLLIQUID,2026-04-15,1000.0,1000.0,1000.01,999.99,1000.0,1000.0,1000.0,4469,44.69,35,3631,81.25
ABSLMSCIN,2026-04-15,28.56,29.03,29.03,28.93,28.93,28.93,28.93,344,0.1,4,343,99.71
ABSLNN50ET,2026-04-15,70.53,71.1,72.85,71.1,71.92,71.76,71.78,8334,5.98,301,6448,77.37
ABSLPSE,2026-04-15,10.47,10.42,10.9,10.42,10.75,10.75,10.73,282601,30.31,640,187376,66.3
ACC,2026-04-15,1410.5,1429.0,1446.7,1422.4,1429.3,1431.2,1431.69,267004,3822.67,17977,139291,52.17
ACCELYA,2026-04-15,1127.7,1147.0,1163.9,1124.1,1162.0,1161.2,1141.64,25314,288.99,1687,18236,72.04
