symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2026-06-09,185.14,188.0,190.35,185.4,187.5,187.83,187.46,101163,189.64,2867,38259,37.82
21STCENMGM,2026-06-09,33.32,33.32,33.95,32.75,33.88,32.83,32.82,5104,1.68,18,4961,97.2
360ONE,2026-06-09,1054.9,1056.4,1083.0,1056.4,1080.0,1075.0,1069.86,384782,4116.63,14923,212586,55.25
3BBLACKBIO,2026-06-09,1154.4,1154.4,1219.1,1147.0,1206.7,1201.5,1193.81,23670,282.57,2414,17511,73.98
3IINFOLTD,2026-06-09,16.49,16.51,17.17,16.51,16.92,16.8,16.78,156307,26.23,813,113121,72.37
3MINDIA,2026-06-09,31540.0,31925.0,32095.0,31620.0,31850.0,31785.0,31788.98,1671,531.19,1174,620,37.1
3PLAND,2026-06-09,32.76,32.76,35.11,31.8,33.15,33.23,33.26,2247,0.75,160,1419,63.15
5PAISA,2026-06-09,307.1,307.4,312.45,304.2,312.45,311.3,309.4,23587,72.98,1197,8623,36.56
63MOONS,2026-06-09,633.85,636.05,668.0,636.0,654.8,652.45,653.22,180464,1178.83,7480,81323,45.06
A2ZINFRA,2026-06-09,14.21,14.88,14.89,14.04,14.6,14.56,14.42,112917,16.29,300,69436,61.49
AAATECH,2026-06-09,91.82,92.89,100.0,92.0,95.5,95.11,96.74,42159,40.78,666,27470,65.16
AADHARHFC,2026-06-09,460.45,461.0,469.0,460.35,468.65,467.85,466.27,120500,561.86,10379,82043,68.09
AARNAV,2026-06-09,24.55,24.75,25.45,24.41,24.67,24.98,24.8,31688,7.86,197,25066,79.1
AARON,2026-06-09,114.17,113.6,116.49,112.02,114.95,114.59,114.16,8952,10.22,436,6401,71.5
AARTECH,2026-06-09,41.23,41.23,42.35,40.24,41.35,41.14,41.23,29922,12.34,1039,13536,45.24
AARTIDRUGS,2026-06-09,366.05,365.6,379.85,365.15,374.05,376.1,375.86,158021,593.94,4362,71104,45.0
AARTIIND,2026-06-09,432.55,433.0,442.95,431.35,439.0,440.4,437.16,449383,1964.54,17918,198284,44.12
AARTIPHARM,2026-06-09,606.35,609.05,628.0,607.0,626.95,625.25,619.5,113051,700.35,7829,58697,51.92
AARTISURF,2026-06-09,359.25,356.25,366.8,356.25,365.0,364.75,362.96,9837,35.7,330,7528,76.53
AARVI,2026-06-09,130.89,131.0,133.0,128.0,131.16,131.39,130.65,28078,36.68,1045,10589,37.71
AAVAS,2026-06-09,1259.3,1260.0,1284.5,1247.6,1260.0,1256.9,1258.1,136094,1712.2,9962,106777,78.46
ABB,2026-06-09,6958.0,7000.0,7063.5,6908.0,6931.0,6931.0,6969.61,254364,17728.19,26620,99446,39.1
ABBOTINDIA,2026-06-09,25780.0,25805.0,26240.0,25760.0,26220.0,26105.0,26055.5,11204,2919.26,2709,8492,75.79
ABCAPITAL,2026-06-09,344.0,344.9,352.45,343.9,351.05,351.35,349.24,2368143,8270.39,29411,1235215,52.16
ABCOTS,2026-06-09,204.56,205.9,207.97,202.3,203.25,202.83,205.01,40182,82.38,1147,21885,54.46
ABDL,2026-06-09,567.65,565.4,584.85,565.3,583.0,583.1,579.84,258823,1500.75,9669,148904,57.53
ABFRL,2026-06-09,59.29,59.32,61.15,59.32,60.39,60.45,60.3,3307280,1994.45,17097,1654123,50.01
ABGSEC,2026-06-09,112.0,112.0,112.94,112.0,112.55,112.53,112.08,268,0.3,9,240,89.55
ABINFRA,2026-06-09,10.35,10.48,10.55,10.01,10.24,10.13,10.27,669839,68.78,1812,203311,30.35
ABLBL,2026-06-09,97.5,97.57,99.31,97.57,99.09,98.73,98.73,5011673,4947.94,5834,3937269,78.56
ABMINTLLTD,2026-06-09,42.95,42.95,43.22,39.15,42.0,39.41,41.96,58,0.02,7,40,68.97
ABMKNO,2026-06-09,215.0,210.0,215.0,198.01,210.0,208.4,205.44,5588,11.48,142,4511,80.73
ABREL,2026-06-09,1215.7,1216.6,1235.6,1215.5,1219.0,1218.8,1224.33,68237,835.44,7300,29536,43.28
ABSL10BANK,2026-06-09,159.48,160.39,164.0,159.91,160.94,161.29,161.1,896,1.44,19,848,94.64
ABSLAMC,2026-06-09,1044.2,1044.0,1066.7,1041.0,1063.1,1062.4,1056.18,996871,10528.77,31045,827474,83.01
ABSLBANETF,2026-06-09,55.28,55.82,56.5,55.33,56.35,56.37,56.23,120316,67.65,303,83409,69.32
ABSLLIQUID,2026-06-09,1000.0,999.99,1000.0,999.99,1000.0,1000.0,1000.0,272,2.72,4,213,78.31
ABSLMSCIN,2026-06-09,28.32,28.36,28.36,28.3,28.3,28.3,28.32,202,0.06,8,202,100.0
ABSLNN50ET,2026-06-09,72.4,72.4,73.54,72.4,73.5,73.35,73.03,4383,3.2,617,2793,63.72
ABSLPSE,2026-06-09,10.38,10.63,10.63,10.38,10.49,10.42,10.41,119498,12.45,333,95234,79.7
ACC,2026-06-09,1319.7,1322.1,1330.4,1311.1,1321.9,1324.7,1320.07,150356,1984.81,12662,88583,58.92
ACCELYA,2026-06-09,1108.3,1101.0,1125.0,1101.0,1120.0,1118.1,1114.64,6423,71.59,814,4160,64.77
ACCURACY,2026-06-09,5.44,5.52,5.58,5.2,5.23,5.24,5.33,144817,7.71,584,111309,76.86
ACE,2026-06-09,883.95,883.95,915.4,879.15,895.0,894.15,899.32,388287,3491.94,22922,145212,37.4
ACEINTEG,2026-06-09,20.66,20.72,20.81,19.77,20.0,19.99,20.01,1414,0.28,52,864,61.1
ACI,2026-06-09,514.55,515.2,547.3,511.5,545.3,544.3,526.05,2189567,11518.2,37598,1454980,66.45
ACL,2026-06-09,53.1,53.1,54.8,53.1,54.0,53.99,54.19,9390,5.09,247,7004,74.59
ACMESOLAR,2026-06-09,352.25,352.25,357.7,346.05,348.0,348.7,351.43,1558201,5475.92,44925,570107,36.59
ACSTECH,2026-06-09,36.1,37.9,37.9,37.9,37.9,37.9,37.9,71558,27.12,71,71542,99.98
ACUTAAS,2026-06-09,3316.2,3300.0,3311.6,3181.1,3190.0,3198.7,3219.36,378466,12184.18,35081,175508,46.37
ADANIENSOL,2026-06-09,1570.4,1597.4,1599.0,1558.0,1571.0,1579.2,1579.8,3013275,47603.74,63477,1165928,38.69
ADANIENT,2026-06-09,2970.0,2985.9,2998.7,2935.9,2973.6,2979.9,2975.24,1841620,54792.57,69459,577178,31.34
ADANIGREEN,2026-06-09,1490.5,1518.8,1544.8,1490.3,1532.0,1534.5,1519.47,4557152,69244.68,77880,1326043,29.1
ADANIPORTS,2026-06-09,1805.0,1828.0,1832.6,1792.4,1825.4,1826.4,1812.98,1776339,32204.67,59953,783525,44.11
ADANIPOWER,2026-06-09,225.85,229.77,229.88,224.0,226.1,226.14,226.81,26466973,60030.63,123460,8842219,33.41
ADFFOODS,2026-06-09,278.85,279.95,287.95,279.95,286.7,286.45,285.35,117076,334.07,4247,54985,46.97
ADL,2026-06-09,69.1,66.2,72.4,66.2,72.4,72.4,69.38,20,0.01,3,20,100.0
ADOR,2026-06-09,1128.5,1135.0,1145.9,1115.0,1136.0,1138.4,1133.68,15728,178.3,1327,7747,49.26
ADROITINFO,2026-06-09,9.19,9.19,9.41,9.02,9.3,9.23,9.1,12927,1.18,80,10488,81.13
ADSL,2026-06-09,118.97,120.0,120.72,116.9,119.89,119.12,118.34,100892,119.39,1993,43973,43.58
ADVAIT,2026-06-09,2148.0,2148.0,2375.0,2148.0,2305.0,2346.2,2302.96,242848,5592.7,20357,77045,31.73
ADVANCE,2026-06-09,98.55,98.56,100.89,97.99,100.0,100.49,99.12,451500,447.52,1115,406594,90.05
ADVANIHOTR,2026-06-09,52.26,52.3,54.0,52.27,53.5,53.36,53.1,32980,17.51,514,21396,64.88
ADVENTHTL,2026-06-09,128.14,128.5,136.34,128.4,130.0,130.44,131.21,182898,239.98,2821,119635,65.41
ADVENZYMES,2026-06-09,372.0,374.0,378.2,366.55,373.3,372.15,370.36,80113,296.71,3339,40788,50.91
