symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2025-07-30,253.3,254.3,258.3,242.4,244.8,244.85,250.03,190326,475.87,5011,71891,37.77
21STCENMGM,2025-07-30,61.06,61.2,62.03,59.83,59.83,60.14,60.86,16576,10.09,491,8426,50.83
360ONE,2025-07-30,1082.4,1066.1,1085.0,1057.9,1063.0,1060.2,1067.84,995837,10633.99,34204,642591,64.53
3IINFOLTD,2025-07-30,24.08,24.4,24.4,23.85,24.1,24.08,24.06,197329,47.48,948,112378,56.95
3MINDIA,2025-07-30,30915.0,31000.0,31495.0,30825.0,30850.0,30955.0,31243.47,13836,4322.85,2092,11989,86.65
3PLAND,2025-07-30,45.09,44.95,45.51,43.0,44.6,44.04,44.28,7128,3.16,362,4292,60.21
5PAISA,2025-07-30,388.2,389.3,394.0,385.0,388.0,389.15,390.12,15197,59.29,1301,7530,49.55
63MOONS,2025-07-30,1016.0,1013.0,1023.9,993.0,995.0,995.3,1004.95,87559,879.92,3446,52820,60.33
AAATECH,2025-07-30,87.5,88.5,88.5,86.0,86.1,86.16,87.05,10454,9.1,430,4422,42.3
AADHARHFC,2025-07-30,509.1,509.1,519.85,504.05,506.0,507.55,511.22,664455,3396.81,24139,302090,45.46
AARON,2025-07-30,440.0,438.5,461.3,433.9,439.0,439.65,449.28,46846,210.47,4045,11472,24.49
AARTECH,2025-07-30,66.76,67.01,67.5,66.25,66.5,66.89,66.88,23781,15.9,502,15278,64.24
AARTIDRUGS,2025-07-30,539.05,540.5,549.3,513.8,522.5,522.25,530.31,447078,2370.89,19922,153712,34.38
AARTIIND,2025-07-30,442.1,445.6,450.6,441.5,444.95,445.5,447.48,1672861,7485.79,29334,890973,53.26
AARTIPHARM,2025-07-30,937.3,942.0,954.0,931.1,940.1,946.5,944.74,174290,1646.59,18705,93153,53.45
AARVI,2025-07-30,105.06,106.11,106.7,105.0,105.4,105.07,105.59,5215,5.51,174,3700,70.95
AAVAS,2025-07-30,1758.7,1758.9,1787.9,1753.0,1758.0,1759.0,1764.33,90572,1597.99,13527,51067,56.38
ABAN,2025-07-30,46.85,48.3,48.3,43.4,44.6,44.64,45.81,132974,60.92,1684,95139,71.55
ABB,2025-07-30,5579.0,5610.0,5610.0,5470.0,5555.0,5554.0,5522.05,331867,18325.86,40171,144956,43.68
ABBOTINDIA,2025-07-30,34710.0,34600.0,35310.0,34215.0,35295.0,35195.0,34819.22,8866,3087.07,4109,3277,36.96
ABCAPITAL,2025-07-30,252.35,252.4,252.65,246.6,249.8,248.8,248.8,3390277,8435.04,36269,1601405,47.24
ABDL,2025-07-30,487.7,500.0,512.0,490.0,492.7,493.9,500.87,2221521,11126.97,55667,693490,31.22
ABFRL,2025-07-30,75.27,75.35,75.65,74.47,74.54,74.65,74.94,1871156,1402.19,12498,559205,29.89
ABGSEC,2025-07-30,110.32,110.4,110.6,110.1,110.6,110.17,110.34,70,0.08,6,55,78.57
ABLBL,2025-07-30,144.09,144.0,146.77,142.5,143.21,143.94,144.58,453832,656.16,6889,215791,47.55
ABREL,2025-07-30,1943.4,1952.0,1961.3,1895.0,1905.0,1906.7,1923.35,92880,1786.4,11199,51245,55.17
ABSLAMC,2025-07-30,874.2,874.2,886.0,872.2,877.45,880.15,878.32,241863,2124.33,17182,143245,59.23
ABSLBANETF,2025-07-30,57.32,57.53,57.53,57.0,57.36,57.26,57.23,55714,31.89,384,53198,95.48
ABSLLIQUID,2025-07-30,1000.01,999.99,1000.01,999.99,1000.01,1000.0,1000.01,3984,39.84,11,3679,92.34
ABSLNN50ET,2025-07-30,70.22,70.89,70.9,69.88,70.44,70.4,70.29,5394,3.79,192,3408,63.18
ABSLPSE,2025-07-30,9.94,10.07,10.07,9.91,9.93,9.93,9.97,83765,8.35,1598,63001,75.21
ACC,2025-07-30,1827.4,1836.5,1838.6,1805.0,1807.0,1811.2,1818.9,909591,16544.59,40630,608428,66.89
ACCELYA,2025-07-30,1372.7,1390.0,1416.8,1369.2,1415.0,1407.7,1393.5,8686,121.04,1556,4882,56.21
ACCURACY,2025-07-30,7.45,7.45,7.57,7.35,7.49,7.47,7.46,180554,13.46,571,146090,80.91
ACE,2025-07-30,1118.6,1125.0,1139.1,1116.3,1137.9,1137.3,1131.17,95878,1084.54,9282,41215,42.99
ACEINTEG,2025-07-30,24.92,24.93,25.5,24.51,24.55,24.68,24.8,1163,0.29,62,825,70.94
ACI,2025-07-30,639.8,635.05,659.35,635.05,650.0,652.5,646.71,149213,964.98,10554,39238,26.3
ACL,2025-07-30,70.41,68.5,70.83,68.03,69.49,68.16,68.78,36227,24.92,1097,17902,49.42
ACLGATI,2025-07-30,65.91,66.55,66.81,65.85,66.0,66.42,66.25,124027,82.17,1333,68099,54.91
ACMESOLAR,2025-07-30,286.65,288.15,288.9,278.0,278.49,278.91,281.21,1213198,3411.66,18836,517266,42.64
ACUTAAS,2025-07-30,1167.1,1170.0,1230.0,1125.0,1212.0,1220.3,1189.26,980550,11661.29,64421,369822,37.72
ADANIENSOL,2025-07-30,826.95,834.0,834.0,821.65,824.1,823.9,827.95,438934,3634.13,15978,163044,37.15
ADANIENT,2025-07-30,2547.9,2547.9,2552.6,2525.0,2527.0,2532.9,2541.06,262063,6659.17,22733,68757,26.24
ADANIGREEN,2025-07-30,1015.6,1020.0,1024.5,1007.0,1009.0,1009.7,1016.38,1365437,13878.0,31812,332445,24.35
ADANIPORTS,2025-07-30,1395.9,1398.8,1403.1,1391.5,1395.0,1394.0,1396.13,627316,8758.16,38931,281646,44.9
ADANIPOWER,2025-07-30,592.55,594.0,602.3,587.1,588.0,589.7,592.86,2911869,17263.26,40328,921279,31.64
ADFFOODS,2025-07-30,264.85,265.05,268.35,256.0,263.6,261.05,263.37,41771,110.01,1868,20419,48.88
ADOR,2025-07-30,998.7,1003.6,1027.5,997.0,1012.6,1011.6,1013.06,4956,50.21,923,2169,43.77
ADROITINFO,2025-07-30,10.82,10.87,11.04,10.63,10.72,10.9,10.9,70098,7.64,270,54261,77.41
