symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2026-03-30,140.72,139.81,140.84,129.61,132.0,133.14,135.82,234233,318.13,3903,136603,58.32
21STCENMGM,2026-03-30,29.49,29.47,29.47,28.91,28.91,28.91,29.14,1386,0.4,32,1004,72.44
360ONE,2026-03-30,977.4,969.1,969.1,932.1,935.0,949.6,949.31,1347427,12791.32,37135,788793,58.54
3IINFOLTD,2026-03-30,13.5,13.5,14.0,13.21,13.9,13.76,13.47,1938905,261.21,1806,1723307,88.88
3MINDIA,2026-03-30,30865.0,30855.0,30900.0,29980.0,30000.0,30120.0,30298.0,3374,1022.25,2267,1619,47.98
3PLAND,2026-03-30,28.72,30.99,30.99,28.51,29.5,29.5,29.38,5933,1.74,76,5469,92.18
5PAISA,2026-03-30,261.75,258.0,270.65,245.5,245.5,249.1,252.64,160114,404.52,4242,80464,50.25
63MOONS,2026-03-30,487.85,487.8,500.95,467.0,467.0,470.3,481.38,273839,1318.2,9994,152612,55.73
AAATECH,2026-03-30,90.09,88.03,90.64,88.03,89.15,89.16,89.5,17116,15.32,385,11435,66.81
AADHARHFC,2026-03-30,456.35,442.6,455.95,438.8,444.0,448.85,447.52,419745,1878.46,19294,191017,45.51
AAREYDRUGS,2026-03-30,55.9,55.77,56.3,50.31,50.8,50.75,52.66,119616,62.99,1270,85660,71.61
AARNAV,2026-03-30,22.81,23.15,23.38,21.0,21.8,21.69,21.44,41776,8.96,375,25217,60.36
AARON,2026-03-30,119.69,116.7,118.94,106.8,108.0,109.27,112.28,36732,41.24,1383,22791,62.05
AARTECH,2026-03-30,39.5,38.1,39.2,33.51,34.99,34.8,36.23,79283,28.72,1128,51244,64.63
AARTIDRUGS,2026-03-30,330.7,328.0,333.0,318.95,319.45,319.75,324.27,195625,634.35,7729,113367,57.95
AARTIIND,2026-03-30,417.4,413.5,413.5,397.0,398.65,399.05,404.46,1152413,4661.08,29023,712163,61.8
AARTIPHARM,2026-03-30,608.85,611.3,611.3,585.0,599.95,591.95,597.93,513822,3072.28,25435,279286,54.35
AARTISURF,2026-03-30,339.25,328.0,339.2,316.0,322.0,321.1,326.45,27831,90.85,1605,16390,58.89
AARVI,2026-03-30,123.38,123.99,126.72,120.0,121.18,120.69,122.78,18718,22.98,345,12552,67.06
AAVAS,2026-03-30,1110.4,1090.0,1100.0,1065.0,1075.7,1078.0,1088.17,336146,3657.84,28799,201664,59.99
ABB,2026-03-30,6105.0,5995.0,6100.0,5911.0,5975.0,5941.5,5987.6,342351,20498.61,35277,120782,35.28
ABBOTINDIA,2026-03-30,26135.0,26055.0,26200.0,25720.0,25900.0,25915.0,25940.21,23537,6105.55,5892,18028,76.59
ABCAPITAL,2026-03-30,305.75,299.35,301.85,290.1,295.7,292.25,294.1,5990288,17617.29,64848,3035906,50.68
ABCOTS,2026-03-30,400.7,398.2,407.0,395.0,400.0,402.6,403.56,40269,162.51,678,19452,48.31
ABDL,2026-03-30,397.05,395.1,414.7,388.0,396.9,404.05,401.73,1446683,5811.8,26291,815206,56.35
ABFRL,2026-03-30,57.05,56.0,57.15,53.51,53.85,53.89,55.1,7473955,4118.42,30899,3400980,45.5
ABGSEC,2026-03-30,111.79,111.09,111.09,110.42,111.09,111.09,110.5,768,0.85,15,712,92.71
