symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2025-08-18,228.65,230.33,230.36,226.1,228.6,227.4,228.29,132356,302.16,2938,68206,51.53
21STCENMGM,2025-08-18,56.05,55.02,57.04,55.0,56.97,56.72,55.96,6324,3.54,85,3161,49.98
360ONE,2025-08-18,1038.5,1046.6,1073.5,1038.4,1063.5,1062.3,1058.09,418393,4426.97,23286,195243,46.66
3IINFOLTD,2025-08-18,22.2,22.25,22.53,22.0,22.12,22.09,22.2,188981,41.96,1360,128318,67.9
3MINDIA,2025-08-18,30350.0,30495.0,30900.0,30230.0,30435.0,30405.0,30678.78,10234,3139.67,2597,7986,78.03
3PLAND,2025-08-18,49.75,49.0,52.9,47.41,50.25,51.39,50.09,45519,22.8,695,29711,65.27
5PAISA,2025-08-18,363.6,366.0,372.2,365.5,369.0,367.3,368.36,13480,49.65,1615,5085,37.72
63MOONS,2025-08-18,930.1,940.0,1017.5,927.7,1004.5,997.7,978.55,312841,3061.32,18643,119732,38.27
AAATECH,2025-08-18,84.02,84.02,84.98,83.01,84.78,83.82,83.98,7711,6.48,436,2984,38.7
AADHARHFC,2025-08-18,501.1,504.95,510.3,500.2,504.1,505.05,506.62,425863,2157.52,16516,211459,49.65
AARON,2025-08-18,456.35,456.35,464.9,438.0,442.0,440.65,449.19,65294,293.29,3408,23812,36.47
AARTECH,2025-08-18,61.96,61.9,63.9,61.5,61.5,62.06,62.44,20312,12.68,638,13082,64.41
AARTIDRUGS,2025-08-18,486.65,489.8,510.0,484.5,506.0,503.85,499.83,297167,1485.32,16522,87421,29.42
AARTIIND,2025-08-18,376.1,380.05,386.05,375.3,384.0,383.75,381.26,726007,2768.01,20040,274448,37.8
AARTIPHARM,2025-08-18,757.55,758.1,784.5,752.0,778.9,781.3,771.2,548733,4231.81,46693,289769,52.81
AARVI,2025-08-18,124.12,119.5,122.0,114.0,115.01,115.29,117.11,97711,114.43,2347,52236,53.46
AAVAS,2025-08-18,1658.0,1679.8,1704.3,1666.3,1670.0,1671.7,1682.82,78692,1324.24,11680,37526,47.69
ABAN,2025-08-18,42.71,43.2,44.74,42.0,42.38,42.37,42.73,40730,17.4,780,22927,56.29
ABB,2025-08-18,5030.0,5090.0,5090.0,5003.5,5041.0,5037.5,5034.32,307068,15458.79,31869,166978,54.38
ABBOTINDIA,2025-08-18,33265.0,33495.0,33495.0,32530.0,32595.0,32590.0,32761.06,7265,2380.09,3411,4636,63.81
ABCAPITAL,2025-08-18,273.0,276.0,287.4,275.0,283.2,283.15,283.05,7800519,22079.76,83229,3312868,42.47
ABDL,2025-08-18,491.7,492.0,506.0,490.5,498.5,497.0,498.69,337567,1683.4,11591,175099,51.87
ABFRL,2025-08-18,75.0,75.66,78.46,75.66,76.74,76.46,77.25,14260461,11016.71,54319,6097587,42.76
ABGSEC,2025-08-18,109.52,109.43,109.74,109.39,109.74,109.74,109.45,4407,4.82,13,4356,98.84
ABLBL,2025-08-18,131.93,133.5,139.24,132.48,137.64,137.66,136.53,1763895,2408.28,21483,1061309,60.17
ABREL,2025-08-18,1775.1,1775.1,1875.0,1775.1,1851.2,1838.6,1826.02,210695,3847.32,21538,107833,51.18
ABSLAMC,2025-08-18,854.55,867.5,871.95,852.75,863.8,860.65,863.62,302091,2608.91,16130,171789,56.87
ABSLBANETF,2025-08-18,56.61,56.1,57.41,56.1,56.94,57.05,57.04,17450,9.95,347,10757,61.64
ABSLLIQUID,2025-08-18,1000.01,1000.01,1000.01,999.99,999.99,1000.0,1000.0,2757,27.57,23,1551,56.26
ABSLNN50ET,2025-08-18,69.41,70.6,71.0,69.45,70.27,70.3,70.58,10211,7.21,410,6498,63.64
ABSLPSE,2025-08-18,9.8,9.82,9.95,9.75,9.79,9.77,9.79,101002,9.89,593,66269,65.61
ACC,2025-08-18,1782.7,1829.0,1852.8,1811.0,1839.2,1843.5,1838.72,527140,9692.61,30068,271227,51.45
ACCELYA,2025-08-18,1396.7,1396.9,1411.8,1385.0,1405.0,1392.3,1394.91,6997,97.6,1340,4015,57.38
ACCURACY,2025-08-18,6.95,6.95,7.88,6.94,7.25,7.23,7.3,391770,28.59,853,280221,71.53
ACE,2025-08-18,932.4,948.0,979.7,938.3,964.0,956.3,956.76,539830,5164.87,33124,230375,42.68
ACEINTEG,2025-08-18,24.18,25.84,25.84,23.2,24.1,23.87,23.97,4773,1.14,165,3464,72.57
ACI,2025-08-18,675.65,678.0,684.7,670.35,673.3,675.35,677.16,150871,1021.63,10714,54979,36.44
ACL,2025-08-18,62.13,62.13,68.34,62.13,68.34,64.62,64.77,123842,80.21,1452,82230,66.4
ACLGATI,2025-08-18,61.98,63.95,64.2,62.1,62.15,62.75,63.05,146153,92.16,2433,78465,53.69
ACMESOLAR,2025-08-18,276.5,280.75,285.45,278.0,284.0,282.3,281.41,824215,2319.44,15399,336722,40.85
ACUTAAS,2025-08-18,1300.0,1322.0,1360.0,1321.0,1334.0,1330.5,1340.12,376794,5049.5,34347,177334,47.06
ADANIENSOL,2025-08-18,775.8,787.0,821.65,783.0,818.0,818.75,809.5,1776385,14379.9,45707,539635,30.38
ADANIENT,2025-08-18,2281.6,2309.6,2360.0,2300.0,2325.5,2333.6,2339.34,988629,23127.44,45655,379538,38.39
ADANIGREEN,2025-08-18,917.5,929.0,955.55,925.75,941.25,941.65,942.28,1856211,17490.76,45080,451884,24.34
ADANIPORTS,2025-08-18,1300.3,1321.9,1332.0,1295.0,1330.0,1327.2,1305.42,10225114,133480.74,77407,8038198,78.61
ADANIPOWER,2025-08-18,584.05,590.1,601.5,586.5,598.05,598.75,596.92,3212796,19177.75,49772,1608143,50.05
ADFFOODS,2025-08-18,227.57,230.35,232.98,225.01,227.5,226.47,228.18,52539,119.88,2765,27804,52.92
ADL,2025-08-18,82.57,88.8,89.25,82.57,88.4,88.4,84.58,341,0.29,13,265,77.71
ADOR,2025-08-18,906.75,908.05,920.0,893.2,905.0,908.05,904.39,9470,85.65,3423,4858,51.3
ADROITINFO,2025-08-18,10.74,11.99,11.99,10.88,10.95,10.91,11.02,42205,4.65,517,13643,32.33
ADSL,2025-08-18,160.67,164.0,164.0,158.4,159.45,160.04,160.28,134062,214.88,2986,67583,50.41
ADVANIHOTR,2025-08-18,57.21,58.25,60.14,57.21,59.65,59.69,58.92,81398,47.96,1562,54512,66.97
ADVENZYMES,2025-08-18,307.1,314.15,316.45,308.15,309.9,309.1,311.11,179057,557.06,7665,95324,53.24
AEGISLOG,2025-08-18,700.15,703.0,707.95,691.5,696.0,694.0,698.16,292787,2044.12,14705,141273,48.25
AEGISVOPAK,2025-08-18,239.76,242.0,247.94,240.98,243.99,244.41,244.22,403953,986.55,7502,187355,46.38
AEROENTER,2025-08-18,94.91,95.5,96.18,94.16,94.4,95.22,95.3,83452,79.53,1057,31602,37.87
AEROFLEX,2025-08-18,184.4,187.0,187.9,182.0,183.4,182.85,184.44,429843,792.8,9785,150633,35.04
AETHER,2025-08-18,741.55,751.0,756.0,744.0,751.9,750.7,749.84,48283,362.04,4191,25452,52.71
AFCONS,2025-08-18,421.05,422.45,432.95,422.45,426.6,427.6,428.07,790020,3381.83,21688,501001,63.42
AFFLE,2025-08-18,1964.7,1976.0,2002.0,1924.1,1930.0,1934.9,1952.08,173718,3391.11,22819,97200,55.95
AFFORDABLE,2025-08-18,392.1,399.0,405.0,394.0,396.8,396.95,398.06,13163,52.4,1356,8060,61.23
AFIL,2025-08-18,7.02,7.09,7.1,6.95,6.95,6.96,7.01,253401,17.75,617,194343,76.69
AFSL,2025-08-18,220.24,221.36,226.6,220.0,220.9,220.35,221.63,16925,37.51,913,9742,57.56
AGARIND,2025-08-18,937.4,896.95,896.95,816.5,823.35,831.6,844.98,249946,2112.0,14310,96465,38.59
