symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2025-05-21,236.14,237.9,238.2,231.32,235.55,235.31,234.81,65739,154.36,2299,25322,38.52
21STCENMGM,2025-05-21,71.92,73.25,73.3,71.41,72.5,72.31,72.52,1243,0.9,71,1128,90.75
360ONE,2025-05-21,994.4,1014.9,1018.45,994.7,1015.0,1012.2,1005.27,406917,4090.62,16655,215831,53.04
3IINFOLTD,2025-05-21,25.26,25.26,25.31,24.81,25.18,25.1,25.08,273388,68.57,1450,125222,45.8
3MINDIA,2025-05-21,29340.0,29580.0,30580.0,29385.0,30190.0,30305.0,29996.73,4874,1462.04,1916,2383,48.89
3PLAND,2025-05-21,43.18,43.18,45.08,42.1,42.6,42.82,42.73,4963,2.12,145,3679,74.13
5PAISA,2025-05-21,391.2,392.5,396.0,385.0,389.4,390.45,392.68,21677,85.12,1907,10880,50.19
63MOONS,2025-05-21,865.75,888.0,909.0,850.2,851.3,866.05,886.97,701027,6217.91,10514,258538,36.88
A2ZINFRA,2025-05-21,14.09,14.09,15.49,14.07,15.49,15.49,15.26,810618,123.69,1820,411392,50.75
AAATECH,2025-05-21,84.54,85.0,85.5,82.75,84.27,83.39,83.62,23092,19.31,646,9807,42.47
AADHARHFC,2025-05-21,438.65,438.75,444.4,438.65,441.25,440.75,441.22,261520,1153.89,9388,138524,52.97
AAKASH,2025-05-21,8.36,8.48,8.6,8.26,8.34,8.32,8.42,60866,5.12,341,44653,73.36
AAREYDRUGS,2025-05-21,55.84,57.81,57.81,53.04,53.42,53.27,53.78,101711,54.7,1708,49895,49.06
AARON,2025-05-21,412.55,419.0,419.0,388.0,391.0,390.5,397.05,17895,71.05,1361,10213,57.07
AARTECH,2025-05-21,58.33,58.23,59.5,57.97,58.8,58.4,58.45,17946,10.49,445,12165,67.79
AARTIDRUGS,2025-05-21,468.95,466.65,497.0,466.65,474.8,473.8,481.5,408757,1968.15,17425,167472,40.97
AARTIIND,2025-05-21,472.2,472.8,477.0,465.0,468.4,468.8,470.41,851201,4004.15,18943,240334,28.23
AARTIPHARM,2025-05-21,843.35,847.85,879.0,836.5,873.8,875.1,863.25,720443,6219.2,34120,255891,35.52
AARTISURF,2025-05-21,583.15,574.05,599.7,570.25,586.3,586.0,584.99,15004,87.77,1622,7477,49.83
AARVI,2025-05-21,111.69,114.39,114.39,110.91,111.48,111.07,111.44,8334,9.29,243,6660,79.91
AAVAS,2025-05-21,1802.2,1798.0,1811.2,1760.1,1762.1,1772.0,1786.26,136165,2432.26,14805,66878,49.12
ABB,2025-05-21,5738.5,5750.0,5899.5,5722.0,5884.5,5886.5,5834.18,266662,15557.55,36206,119805,44.93
ABBOTINDIA,2025-05-21,30845.0,30845.0,31590.0,30745.0,31400.0,31435.0,31247.62,22684,7088.21,5313,13385,59.01
ABCAPITAL,2025-05-21,213.84,214.9,221.8,213.1,221.2,221.46,219.36,5961221,13076.78,42934,2013938,33.78
ABDL,2025-05-21,400.45,400.0,402.0,390.25,392.3,392.85,395.61,418970,1657.47,8448,215045,51.33
ABFRL,2025-05-21,277.45,277.75,278.85,265.8,270.9,268.95,270.8,16517340,44729.08,61682,10931284,66.18
ABGSEC,2025-05-21,110.14,110.15,111.5,110.15,111.2,111.2,110.4,5606,6.19,26,4030,71.89
ABINFRA,2025-05-21,111.26,112.0,133.51,111.81,133.51,133.51,127.75,1170381,1495.13,13158,313525,26.79
ABMINTLLTD,2025-05-21,49.77,51.86,51.86,48.99,48.99,49.27,49.74,208,0.1,10,114,54.81
ABREL,2025-05-21,2146.6,2136.6,2147.9,2077.0,2083.0,2089.6,2103.24,112343,2362.84,11907,64392,57.32
ABSLAMC,2025-05-21,701.35,698.25,720.0,697.0,713.9,710.2,708.23,858151,6077.64,16872,716768,83.52
ABSLBANETF,2025-05-21,55.75,56.34,56.34,55.54,55.85,55.85,55.81,14986,8.36,211,7586,50.62
ABSLLIQUID,2025-05-21,999.99,1000.0,1000.01,999.99,1000.01,1000.01,1000.0,2644,26.44,20,1690,63.92
ABSLNN50ET,2025-05-21,69.21,69.56,70.0,68.87,70.0,69.74,69.49,6598,4.59,237,5734,86.91
ABSLPSE,2025-05-21,10.01,10.01,10.17,9.98,10.13,10.12,10.09,243017,24.53,500,144401,59.42
ACC,2025-05-21,1920.2,1925.0,1945.0,1910.0,1939.6,1941.4,1934.6,329556,6375.58,19903,157083,47.67
ACCELYA,2025-05-21,1376.2,1390.0,1406.4,1376.0,1390.7,1382.1,1387.93,6852,95.1,2036,3366,49.12
ACCURACY,2025-05-21,8.21,8.21,8.4,7.99,8.16,8.12,8.2,122540,10.05,773,69815,56.97
ACE,2025-05-21,1242.7,1252.4,1274.9,1245.0,1266.8,1266.9,1261.05,179975,2269.58,20789,73936,41.08
ACEINTEG,2025-05-21,26.24,27.2,28.1,26.31,26.82,26.88,27.29,26261,7.17,481,16981,64.66
ACI,2025-05-21,613.45,613.45,629.8,604.0,625.0,626.55,621.58,378587,2353.22,17707,197562,52.18
ACL,2025-05-21,57.29,57.29,63.0,56.67,57.55,57.49,59.0,76899,45.37,1423,31810,41.37
ACLGATI,2025-05-21,64.82,65.45,66.4,64.16,65.45,65.43,65.15,289526,188.63,2774,145578,50.28
ACMESOLAR,2025-05-21,237.62,245.0,245.0,236.61,243.05,243.76,241.33,824479,1989.72,16749,298470,36.2
ADANIENSOL,2025-05-21,869.75,869.9,881.0,860.5,875.05,872.15,871.16,1239047,10794.09,39748,431151,34.8
ADANIENT,2025-05-21,2501.6,2509.7,2524.5,2483.7,2503.0,2500.4,2503.22,529234,13247.89,34568,127861,24.16
ADANIGREEN,2025-05-21,983.95,985.0,1003.0,977.2,996.1,996.5,990.46,2228757,22074.91,55111,425711,19.1
ADANIPORTS,2025-05-21,1384.6,1380.0,1391.0,1370.2,1387.6,1384.6,1381.32,1993690,27539.2,45637,1099798,55.16
ADANIPOWER,2025-05-21,556.2,556.0,561.0,546.85,551.55,551.25,553.66,2675373,14812.6,46413,946082,35.36
ADFFOODS,2025-05-21,227.69,227.69,231.05,226.34,228.7,227.91,227.21,533789,1212.84,3247,486628,91.16
ADOR,2025-05-21,957.4,954.0,967.7,949.9,951.45,954.85,958.18,7230,69.28,1175,3467,47.95
ADROITINFO,2025-05-21,11.98,11.99,12.45,11.77,12.29,12.26,12.19,38332,4.67,233,23195,60.51
ADSL,2025-05-21,196.1,196.4,198.82,193.55,196.08,196.06,196.4,120552,236.76,3398,52094,43.21
ADVANIHOTR,2025-05-21,61.35,61.35,64.0,61.01,62.5,62.62,62.5,92662,57.91,2298,57273,61.81
ADVENZYMES,2025-05-21,288.45,289.4,292.6,286.5,289.9,289.15,289.39,71314,206.37,4400,37674,52.83
AEGISLOG,2025-05-21,930.65,929.95,929.95,885.1,889.5,891.55,904.1,1128679,10204.33,37102,385033,34.11
AEROFLEX,2025-05-21,166.63,166.8,168.74,164.99,167.65,167.4,167.16,360843,603.17,7147,141358,39.17
AETHER,2025-05-21,732.6,734.7,743.5,725.0,742.5,740.35,734.37,567574,4168.09,17852,361595,63.71
AFCONS,2025-05-21,466.15,465.5,466.1,448.2,448.9,449.25,455.13,1272500,5791.54,40799,868189,68.23
AFFLE,2025-05-21,1689.0,1686.7,1725.0,1670.1,1697.0,1703.3,1707.01,153291,2616.69,19672,72950,47.59
AFFORDABLE,2025-05-21,409.45,413.65,418.65,404.45,406.2,408.35,409.74,16755,68.65,1148,10605,63.29
AFIL,2025-05-21,7.26,7.3,7.34,7.16,7.21,7.17,7.23,1568752,113.39,1060,1128978,71.97
AFSL,2025-05-21,217.16,214.25,223.57,214.25,221.55,220.23,220.0,56648,124.63,916,47896,84.55
AGARIND,2025-05-21,1039.25,1029.85,1041.0,1020.0,1034.05,1031.8,1030.41,7208,74.27,1172,3608,50.06
AGARWALEYE,2025-05-21,400.55,400.55,401.6,389.05,389.05,391.55,397.22,278461,1106.1,18592,141188,50.7
AGI,2025-05-21,840.55,840.0,856.0,837.55,854.0,852.3,847.07,89685,759.69,5996,41066,45.79
AGIIL,2025-05-21,829.55,835.0,897.9,825.25,888.15,886.85,873.17,152053,1327.68,8939,103197,67.87
