symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2026-04-17,181.89,182.9,186.8,179.5,182.6,184.09,182.98,227793,416.81,3256,106718,46.85
21STCENMGM,2026-04-17,31.78,32.41,32.41,32.41,32.41,32.41,32.41,2294,0.74,10,2294,100.0
360ONE,2026-04-17,1076.45,1084.0,1124.0,1078.85,1111.0,1113.3,1106.03,2641982,29221.21,80145,1484788,56.2
3IINFOLTD,2026-04-17,17.33,17.75,17.75,17.05,17.6,17.46,17.4,718966,125.12,1660,543670,75.62
3MINDIA,2026-04-17,31265.0,31700.0,31700.0,31260.0,31440.0,31410.0,31387.15,3143,986.5,2264,1539,48.97
3PLAND,2026-04-17,35.99,36.1,37.0,35.2,36.5,36.25,36.36,5965,2.17,243,4970,83.32
5PAISA,2026-04-17,317.3,320.65,325.99,315.0,320.5,323.19,321.78,51866,166.89,1398,23881,46.04
63MOONS,2026-04-17,649.9,648.2,664.9,645.0,663.0,662.7,657.42,180994,1189.88,7858,70471,38.94
AAATECH,2026-04-17,99.53,99.53,105.5,99.06,103.7,104.14,102.72,80450,82.64,1063,60381,75.05
AADHARHFC,2026-04-17,491.6,491.6,503.0,490.9,496.9,496.45,496.05,313300,1554.13,12144,169148,53.99
AAREYDRUGS,2026-04-17,77.96,78.33,81.85,75.5,81.85,81.08,80.14,836521,670.41,1789,484233,57.89
AARNAV,2026-04-17,24.76,25.3,25.3,24.25,24.99,24.63,25.0,31142,7.79,229,24252,77.88
AARON,2026-04-17,142.21,145.85,147.0,141.01,142.67,142.33,143.01,15952,22.81,512,9818,61.55
AARTECH,2026-04-17,53.09,53.21,55.81,52.26,52.5,53.17,53.71,194139,104.27,1346,70165,36.14
AARTIDRUGS,2026-04-17,368.4,366.0,376.9,366.0,373.85,373.2,372.69,117361,437.39,3997,56493,48.14
AARTIIND,2026-04-17,437.9,438.0,442.5,433.25,442.0,440.85,438.48,784672,3440.62,17650,286025,36.45
AARTIPHARM,2026-04-17,700.0,700.0,703.6,693.8,700.0,697.75,697.44,98323,685.75,6234,58079,59.07
AARTISURF,2026-04-17,406.95,408.75,413.2,389.0,396.5,397.3,397.79,47903,190.55,2882,22437,46.84
AARVI,2026-04-17,128.16,128.16,136.5,128.16,136.0,134.83,132.82,35296,46.88,602,26569,75.27
AAVAS,2026-04-17,1308.3,1319.8,1356.3,1313.8,1340.0,1347.9,1338.44,80784,1081.25,7559,48958,60.6
ABB,2026-04-17,6883.5,6880.0,7083.0,6833.5,7015.0,7029.5,7006.91,558816,39155.72,38212,236513,42.32
ABBOTINDIA,2026-04-17,25860.0,25990.0,25990.0,25550.0,25755.0,25785.0,25753.49,15053,3876.67,7224,8227,54.65
ABCAPITAL,2026-04-17,337.95,339.0,341.45,334.7,340.5,340.4,338.59,2521946,8539.11,43435,915094,36.29
ABCOTS,2026-04-17,412.75,413.9,419.85,403.1,404.0,409.1,409.79,28871,118.31,1474,3456,11.97
ABDL,2026-04-17,539.5,545.0,576.0,542.55,575.0,573.8,564.59,1080376,6099.74,25917,347281,32.14
ABFRL,2026-04-17,63.78,64.08,64.76,63.23,64.15,64.11,64.04,5749918,3682.49,18740,3134363,54.51
ABGSEC,2026-04-17,112.07,112.0,112.84,112.0,112.8,112.46,112.73,69,0.08,10,67,97.1
ABINFRA,2026-04-17,16.84,16.86,18.24,15.8,16.37,16.23,16.99,3539659,601.4,7076,767145,21.67
ABLBL,2026-04-17,105.58,105.99,107.05,105.18,105.9,105.84,105.83,425528,450.32,13872,206901,48.62
ABREL,2026-04-17,1422.0,1427.9,1435.0,1408.2,1425.0,1420.4,1421.07,88188,1253.22,7319,33297,37.76
ABSL10BANK,2026-04-17,167.77,168.75,170.0,167.25,170.0,169.18,167.55,4182,7.01,79,2174,51.98
ABSLAMC,2026-04-17,1049.8,1055.1,1073.95,1016.1,1071.5,1068.25,1059.55,371333,3934.47,22871,167478,45.1
ABSLBANETF,2026-04-17,57.18,57.47,57.8,56.87,57.72,57.71,57.41,24324,13.96,256,17076,70.2
ABSLLIQUID,2026-04-17,1000.0,1000.0,1000.01,999.99,1000.01,1000.0,1000.0,21578,215.78,95,18160,84.16
ABSLMSCIN,2026-04-17,29.06,29.1,29.24,28.99,29.24,29.24,29.08,3791,1.1,13,3789,99.95
ABSLNN50ET,2026-04-17,72.44,72.44,73.75,72.43,73.75,73.73,73.24,8997,6.59,242,7832,87.05
ABSLPSE,2026-04-17,10.84,10.87,11.0,10.57,11.0,10.98,10.89,1084916,118.14,559,1016702,93.71
