symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2026-08-13,184.13,183.32,186.5,182.3,185.0,183.08,184.71,166840,308.16,3263,70607,42.32
21STCENMGM,2026-08-13,42.36,43.12,43.2,42.51,43.2,43.19,43.09,9714,4.19,78,8852,91.13
360ONE,2026-08-13,1161.0,1158.0,1184.9,1149.2,1183.0,1183.0,1173.92,388858,4564.87,14984,186527,47.97
3BBLACKBIO,2026-08-13,1251.1,1260.0,1283.0,1206.8,1224.0,1225.5,1236.33,9462,116.98,936,5329,56.32
3IINFOLTD,2026-08-13,27.47,27.33,27.33,25.38,26.7,26.93,26.8,1391031,372.85,4535,789069,56.73
3MINDIA,2026-08-13,35935.0,35800.0,36695.0,35800.0,36180.0,36165.0,36360.75,4039,1468.61,2484,1852,45.85
3PLAND,2026-08-13,31.99,31.47,32.69,31.47,32.25,32.33,32.04,3177,1.02,53,3026,95.25
5PAISA,2026-08-13,387.05,387.05,393.4,385.55,393.0,391.65,389.92,54890,214.03,1979,37271,67.9
63MOONS,2026-08-13,867.4,804.15,824.8,776.0,797.25,800.8,807.66,1046113,8449.02,41499,297526,28.44
A2ZINFRA,2026-08-13,15.66,15.66,15.67,14.88,14.88,14.97,15.08,1015660,153.19,1080,677694,66.72
AAATECH,2026-08-13,94.54,94.98,96.38,90.1,90.99,90.36,91.44,32532,29.75,729,26461,81.34
AADHARHFC,2026-08-13,502.0,501.55,510.45,495.4,499.4,503.2,504.82,946444,4777.81,38092,598047,63.19
AAKASH,2026-08-13,8.94,8.38,8.98,8.38,8.78,8.71,8.7,102306,8.9,572,69981,68.4
AARNAV,2026-08-13,33.15,33.15,33.23,32.01,32.44,32.91,32.85,35005,11.5,554,22987,65.67
AARON,2026-08-13,140.27,143.0,143.0,139.1,140.0,140.95,140.85,12784,18.01,368,9034,70.67
AARTIDRUGS,2026-08-13,431.5,433.65,440.0,425.9,429.5,427.7,432.3,137728,595.39,6544,61122,44.38
AARTIIND,2026-08-13,530.9,536.0,541.7,528.8,535.6,538.2,536.51,2850685,15294.11,51023,894976,31.4
AARTIPHARM,2026-08-13,888.7,894.9,898.95,865.1,876.0,873.65,878.91,605030,5317.68,19550,134588,22.24
AARTISURF,2026-08-13,612.45,615.0,649.9,598.05,632.15,645.85,632.8,118034,746.91,5879,56117,47.54
AARVI,2026-08-13,153.31,153.9,159.5,150.3,153.25,154.78,155.27,71243,110.62,1514,40352,56.64
AASTHA,2026-08-13,74.19,73.5,75.47,73.1,74.2,74.53,73.86,314026,231.94,2444,158702,50.54
AAVAS,2026-08-13,1416.2,1410.0,1444.5,1410.0,1430.0,1431.8,1430.9,54640,781.84,10612,24893,45.56
ABANSENT,2026-08-13,27.57,28.94,28.94,28.94,28.94,28.94,28.94,9242,2.67,35,9240,99.98
ABB,2026-08-13,7710.0,7750.0,7772.0,7659.0,7710.0,7710.0,7723.14,131083,10123.72,16245,42580,32.48
ABBOTINDIA,2026-08-13,28140.0,28610.0,28635.0,27400.0,27620.0,27620.0,28051.39,34092,9563.28,11675,18811,55.18
ABCAPITAL,2026-08-13,410.95,408.75,408.75,400.55,407.7,407.7,404.56,2359758,9546.71,37395,1001063,42.42
ABCOTS,2026-08-13,199.14,202.9,202.9,199.0,199.01,199.03,199.95,4364,8.73,155,3549,81.32
ABDL,2026-08-13,614.15,617.0,638.0,615.4,628.15,627.7,630.06,375599,2366.49,15140,163643,43.57
ABFRL,2026-08-13,57.16,57.75,57.75,56.58,56.7,56.73,57.06,3510103,2002.96,16837,2000156,56.98
ABGSEC,2026-08-13,115.15,114.6,115.15,114.6,115.14,115.14,114.65,113,0.13,9,113,100.0
ABINFRA,2026-08-13,11.1,11.13,11.5,10.9,10.98,11.15,11.24,4673104,525.17,2870,2292560,49.06
ABLBL,2026-08-13,90.29,90.29,90.79,89.72,90.0,89.96,90.01,3490104,3141.48,8382,3077815,88.19
ABMINTLLTD,2026-08-13,63.07,69.37,69.37,67.5,69.37,69.37,69.35,16027,11.11,113,12384,77.27
ABMKNO,2026-08-13,199.32,195.0,200.0,195.0,200.0,199.96,198.08,861,1.71,18,827,96.05
ABREL,2026-08-13,1375.4,1375.6,1449.0,1372.6,1390.0,1393.8,1410.94,650510,9178.32,46530,218274,33.55
ABSL10BANK,2026-08-13,170.0,169.93,169.93,169.07,169.93,169.26,169.25,4456,7.54,37,4101,92.03
ABSLAMC,2026-08-13,1038.6,1043.8,1045.0,1020.0,1030.0,1026.4,1032.42,201753,2082.93,23005,109045,54.05
ABSLBANETF,2026-08-13,59.4,60.88,60.88,59.1,59.24,59.18,59.18,14273,8.45,189,12144,85.08
ABSLLIQUID,2026-08-13,999.99,1000.0,1000.01,999.99,1000.01,1000.0,1000.0,3734,37.34,26,2404,64.38
ABSLMSCIN,2026-08-13,29.93,30.13,30.13,29.93,30.0,30.0,29.97,513,0.15,8,511,99.61
ABSLNN50ET,2026-08-13,78.43,79.14,79.14,77.75,78.45,78.18,78.57,22892,17.99,189,16582,72.44
ABSLPSE,2026-08-13,10.26,10.3,10.31,10.2,10.3,10.28,10.26,86622,8.88,309,67274,77.66
ACC,2026-08-13,1332.8,1334.0,1341.4,1323.0,1325.5,1324.7,1326.21,100192,1328.76,8250,59001,58.89
ACCELYA,2026-08-13,1142.3,1149.0,1149.0,1131.1,1134.0,1133.9,1137.43,4591,52.22,647,3014,65.65
ACE,2026-08-13,1096.1,1091.7,1098.9,1064.2,1079.1,1078.3,1076.11,267995,2883.93,16296,107379,40.07
ACEINTEG,2026-08-13,18.43,18.98,18.98,17.15,17.5,17.42,17.56,14326,2.52,171,10081,70.37
ACI,2026-08-13,506.05,510.0,514.95,507.25,511.65,509.25,511.21,94578,483.5,4817,49507,52.35
ACL,2026-08-13,46.15,46.0,47.34,45.2,45.53,46.08,46.11,11078,5.11,255,7885,71.18
ACMESOLAR,2026-08-13,372.6,374.8,377.1,369.2,373.25,374.5,372.92,680001,2535.83,12829,353255,51.95
ACSTECH,2026-08-13,50.09,50.1,51.25,48.13,48.98,48.52,49.21,488474,240.38,1394,241632,49.47
ACUTAAS,2026-08-13,3153.4,3153.4,3212.5,3081.2,3118.0,3110.6,3136.6,321386,10080.59,46926,181620,56.51
ADANIENSOL,2026-08-13,1599.0,1607.0,1638.3,1570.4,1583.0,1583.0,1592.66,3318810,52857.29,70182,1238234,37.31
ADANIENT,2026-08-13,2985.7,2986.2,3019.5,2932.8,2964.9,2964.9,2962.87,1302957,38604.96,53472,515345,39.55
ADANIGREEN,2026-08-13,1332.3,1332.3,1352.7,1314.0,1319.0,1319.0,1325.0,1662220,22024.35,34297,778732,46.85
ADANIPORTS,2026-08-13,1665.0,1665.0,1669.9,1641.1,1658.0,1658.0,1651.03,1992956,32904.35,70929,1154621,57.94
ADANIPOWER,2026-08-13,206.99,207.51,209.7,204.11,206.1,206.1,205.83,13554048,27898.06,75331,4414991,32.57
ADFFOODS,2026-08-13,261.65,262.0,265.0,258.0,263.0,261.85,261.34,95212,248.83,3484,55542,58.34
ADL,2026-08-13,70.21,70.01,71.5,70.01,70.71,70.71,70.52,209,0.15,7,198,94.74
ADOR,2026-08-13,1478.7,1490.0,1525.0,1478.8,1509.0,1500.3,1503.36,23923,359.65,2482,11853,49.55
ADROITINFO,2026-08-13,10.04,10.04,10.12,9.5,9.85,9.94,9.76,81138,7.92,504,52970,65.28
ADSL,2026-08-13,113.25,113.25,114.95,113.01,113.98,113.77,114.17,65140,74.37,1948,30760,47.22
ADVAIT,2026-08-13,2117.7,2093.2,2119.2,2067.5,2098.0,2082.6,2091.71,52960,1107.77,7006,25728,48.58
ADVANCE,2026-08-13,118.01,118.11,123.28,118.11,119.0,119.2,120.8,324336,391.81,3488,145384,44.83
ADVANIHOTR,2026-08-13,50.17,50.5,52.7,49.75,51.65,51.44,51.15,106461,54.46,1459,63025,59.2
ADVENTHTL,2026-08-13,143.21,142.45,144.78,140.46,143.75,143.3,143.03,57133,81.72,1243,36690,64.22
ADVENZYMES,2026-08-13,301.65,302.95,305.0,299.0,301.25,300.85,301.38,159628,481.08,3523,98953,61.99
AEGISLOG,2026-08-13,1264.5,1285.0,1294.4,1241.5,1247.4,1247.0,1258.12,662763,8338.36,32086,337849,50.98
AEGISVOPAK,2026-08-13,273.55,276.45,278.9,268.05,270.65,271.5,273.09,401975,1097.76,8233,150116,37.34
AEPL,2026-08-13,15.5,15.8,15.97,15.35,15.62,15.67,15.62,21644,3.38,182,13911,64.27
AEQUS,2026-08-13,236.76,236.7,254.27,236.7,252.98,252.29,248.1,4207715,10439.31,47220,1810638,43.03
AEROENTER,2026-08-13,129.29,130.25,130.67,124.7,124.95,125.18,127.21,389143,495.04,4829,207788,53.4
AEROFLEX,2026-08-13,446.55,448.5,460.0,443.1,449.25,448.25,451.89,1025181,4632.73,22748,398270,38.85
